Organism                                                           Scaffold              Start     End       Score    SCO5086  SCO5087  SCO5088  SCO5089
Streptomyces sp. NBC_00414                                         NZ_CP107935.1         6706841   6711317   4.0863   1        0        1        1      
Streptomyces sp. NPDC005963                                        NZ_JBEXVD010000010.1  75684     92655     4.0839   1        0        1        1      
Streptomyces sp. 3214.6                                            NZ_LT670819.1         854115    857814    6.1437   1        1        1        1      
Streptomyces sp. 3214.6                                            NZ_LT670819.1         3213253   3217541   4.0866   1        0        1        1      
Streptomyces sp. ME18-1-4                                          NZ_JARAXJ010000021.1  32539     36840     4.0866   1        0        1        1      
Streptomyces sp. NPDC050121                                        NZ_JBITJV010000044.1  26665     31002     4.0866   1        0        1        1      
Streptomyces sp. NPDC005811                                        NZ_JBEXXK010000035.1  101235    106148    4.0866   1        0        1        1      
Streptomyces sp. ICN441                                            NZ_SOMP01000174.1     152343    182215    6.1379   1        1        1        1      
Streptomyces sp. NPDC001339                                        NZ_JBIAWT010000004.1  679588    684102    7.1627   1        1        1        1      
Streptomyces sp. NPDC007172                                        NZ_JBIAFH010000007.1  225859    230185    4.0845   1        0        1        1      
Streptomyces sp. NPDC057424                                        NZ_JBHVCP010000009.1  129527    141457    5.1422   1        1        1        1      
Streptomyces sp. HB2AG                                             NZ_JAPUDN010000031.1  42102     54989     6.1561   1        1        1        1      
Streptomyces sp. PKU-MA01144                                       NZ_JABBPM010000028.1  141010    169488    6.1378   1        1        1        1      
Streptomyces sp. 378                                               NZ_JASKMS010000001.1  85816     114575    6.1375   1        1        1        1      
Streptomyces sp. NPDC102283                                        NZ_JBIWLQ010000008.1  34765     40448     6.1408   1        1        1        1      
Streptomyces sp. SID8354                                           NZ_WWGW01000020.1     262562    275305    7.1668   1        1        1        1      
Streptomyces sp. NPDC094448                                        NZ_JBIWGU010000002.1  562132    565448    4.1390   1        1        1        0      
Streptomyces sp. NPDC059095                                        NZ_JBHZEI010000015.1  95320     99571     4.0843   1        0        1        1      
Streptomyces sp. NPDC017413                                        NZ_JBIRLW010000024.1  32639     35931     4.1397   1        1        1        0      
Streptomyces sp. NPDC059018                                        NZ_JBHYIT010000029.1  46636     63988     5.1451   1        1        1        1      
Streptomyces sp. NPDC002928                                        NZ_JBEXNX010000020.1  52132     60975     4.0987   1        1        0        1      
Streptomyces sp. NPDC052682                                        NZ_JBFATS010000008.1  134757    141638    4.0997   1        1        0        1      
Streptomyces sp. NPDC047070                                        NZ_JBEYVE010000008.1  40684     45063     4.0857   1        0        1        1      
Streptomyces sp. NPDC002680                                        NZ_JBIAQP010000007.1  340234    345940    6.1434   1        1        1        1      
Streptomyces sp. NPDC002680                                        NZ_JBIAQP010000019.1  46646     50229     6.1455   1        1        1        1      
Streptomyces sp. NPDC050416                                        NZ_JBITII010000013.1  80585     109108    6.1372   1        1        1        1      
Streptomyces sp. NPDC057620                                        NZ_JBHVGX010000029.1  99509     103902    4.0858   1        0        1        1      
Streptomyces sp. NPDC057620                                        NZ_JBHVGX010000043.1  28844     32501     6.1396   1        1        1        1      
Streptomyces sp. NPDC057621                                        NZ_JBHVGY010000319.1  5890      10255     4.0858   1        0        1        1      
Streptomyces sp. NPDC057621                                        NZ_JBHVGY010000357.1  3198      6855      6.1396   1        1        1        1      
Streptomyces sp. NEAU-BLH26                                        NZ_JBFBOR010000033.1  75560     87489     5.1440   1        1        1        1      
Streptomyces sp. Go-475                                            NZ_CP026121.1         7184589   7188391   6.1450   1        1        1        1      
Streptomyces sp. Go-475                                            NZ_CP026121.1         5554443   5582576   3.0829   1        0        1        1      
Streptomyces sp. 769                                               NZ_CP003988.1         218265    221840    6.1445   1        1        1        1      
