LFVR01000305.1	GCA_001047335.1
NZ_MAQZ01000104.1	GCF_001756285.1
NZ_MCNU01000030.1	GCF_001756925.1
NZ_MLIC01000002.1	GCF_001853625.1
NZ_MLIH01000035.1	GCF_001853765.1
NZ_MBLP01000097.1	GCF_001854725.1
NZ_MBLO01000016.1	GCF_001854805.1
MDRX01000001.1	GCF_001855515.1
NZ_KV861362.1	GCF_001865315.1
NZ_MLYO01000017.1	GCF_001866665.1
NZ_CP018074.1	GCF_001886595.1
NZ_BDHJ01000008.1	GCF_001895105.1
NZ_MPOH02000002.1	GCF_001896135.2
NZ_LWLC01000019.1	GCF_001905065.1
NZ_LFBV01000001.1	GCF_001905345.1
NZ_LIVO01000014.1	GCF_001905365.1
NZ_LIPF01000008.1	GCF_001905385.1
NZ_LIPC01000001.1	GCF_001905405.1
NZ_LIVP01000011.1	GCF_001905425.1
NZ_LISX01000006.1	GCF_001905465.1
NZ_LISY01000003.1	GCF_001905485.1
NZ_LIPG01000003.1	GCF_001905505.1
NZ_LIPE01000004.1	GCF_001905525.1
NZ_LIPB01000001.1	GCF_001905575.1
NZ_LIVW01000004.1	GCF_001905645.1
NZ_LIVY01000012.1	GCF_001905705.1
NZ_LIVY01000011.1	GCF_001905705.1
NZ_LISW01000010.1	GCF_001905735.1
NZ_LISW01000009.1	GCF_001905735.1
NZ_LIVV01000002.1	GCF_001905825.1
NZ_LIVZ01000001.1	GCF_001905845.1
NZ_LIWA01000007.1	GCF_001905855.1
NZ_LIYH01000009.1	GCF_001905885.1
NZ_LIYH01000004.1	GCF_001905885.1
NZ_JUJA01000072.1	GCF_001906585.1
NZ_JUJA01000137.1	GCF_001906585.1
NZ_MKQR01000011.1	GCF_001940455.1
NZ_MKQR01000032.1	GCF_001940455.1
NZ_LYDT01000924.1	GCF_001941265.1
NZ_LYDT01000765.1	GCF_001941265.1
NZ_LYDS01000675.1	GCF_001941275.1
NZ_LYDS01000755.1	GCF_001941275.1
NZ_LYDS01000545.1	GCF_001941275.1
NZ_LYDU01000885.1	GCF_001941285.1
NZ_LYDU01000787.1	GCF_001941285.1
NZ_LYDU01000636.1	GCF_001941285.1
NZ_LYDV01000502.1	GCF_001941325.1
NZ_LYDV01000844.1	GCF_001941325.1
NZ_LYDV01000859.1	GCF_001941325.1
NZ_CP016076.1	GCF_001941625.1
NZ_CP016077.1	GCF_001941645.1
NZ_CP018870.1	GCF_001941845.1
NZ_MKKE01000002.1	GCF_001942305.1
NZ_MKKG01000032.1	GCF_001942325.1
NZ_BCML01000018.1	GCF_001949645.1
NZ_BCML01000002.1	GCF_001949645.1
NZ_BCML01000021.1	GCF_001949645.1
NZ_BCML01000009.1	GCF_001949645.1
NZ_MQUS01000050.1	GCF_001953885.1
NZ_ASQP01000430.1	GCF_001969965.1
NZ_MQUH01000016.1	GCF_001970135.1
NZ_MPHV02000001.1	GCF_001974775.1
NZ_MOMD01000076.1	GCF_001983015.1
NZ_MOWP01000049.1	GCF_001983215.1
NZ_LZQS01000003.1	GCF_001983595.1
NZ_MTQO01000051.1	GCF_001984155.1
NZ_MTQO01000024.1	GCF_001984155.1
NZ_MTQO01000044.1	GCF_001984155.1
NZ_LZNS01000001.1	GCF_001984575.1
NZ_BDJC01000071.1	GCF_002005565.1
NZ_MVFC01000006.1	GCF_002007125.1
NZ_MVFC01000001.1	GCF_002007125.1
NZ_MAEW01000011.1	GCF_002013375.1
NZ_MAEV01000018.1	GCF_002013385.1
NZ_MAFN01000012.1	GCF_002013545.1
NZ_MAFR01000045.1	GCF_002013685.1
NZ_MAEY01000014.1	GCF_002013745.1
NZ_MTJO01000015.1	GCF_002017835.1
NZ_MWQN01000001.1	GCF_002024165.1
NZ_CP020043.1	GCF_002028425.1
NZ_CP020567.1	GCF_002082605.1
NZ_MVII01000017.1	GCF_002086715.1
NZ_CP015362.1	GCF_002094995.1
NZ_NBCN01000015.1	GCF_002099185.1
NZ_NBCN01000017.1	GCF_002099185.1
NZ_MRUJ01000235.1	GCF_002099325.1
NZ_MIGA01000042.1	GCF_002119195.1
NZ_MIGA01000001.1	GCF_002119195.1
NZ_CP021121.1	GCF_002128305.1
NZ_NGFN01000004.1	GCF_002148965.1
NZ_NGFP01000096.1	GCF_002149035.1
NZ_MUYM01000052.1	GCF_002150765.1
NZ_MUFU01000064.1	GCF_002150845.1
NZ_MUNB01000052.1	GCF_002154345.1
NZ_MUAX01000071.1	GCF_002154385.1
NZ_MUAY01000130.1	GCF_002154415.1
NZ_MUBA01000085.1	GCF_002154575.1
NZ_MUNE01000155.1	GCF_002154605.1
NZ_MUNI01000216.1	GCF_002154675.1
NZ_MVNV01000198.1	GCF_002155725.1
NZ_MVNW01000086.1	GCF_002155765.1
NZ_MUMC01000026.1	GCF_002155885.1
NZ_MUMD01000327.1	GCF_002155895.1
NZ_MUMF01000177.1	GCF_002155905.1
NZ_MUME01000160.1	GCF_002155915.1
NZ_MUMI01000096.1	GCF_002155975.1
NZ_MUMJ01000027.1	GCF_002156005.1
NZ_MUMK01000033.1	GCF_002156025.1
NZ_MUMK01000005.1	GCF_002156025.1
NZ_MUML01000033.1	GCF_002156055.1
NZ_NHOD01000384.1	GCF_002156075.1
NZ_NHOD01000358.1	GCF_002156075.1
NZ_MWIF01000025.1	GCF_002156095.1
NZ_MWIG01000006.1	GCF_002156145.1
NZ_KZ195572.1	GCF_002188345.1
NZ_KZ195574.1	GCF_002188365.1
NZ_CP021744.1	GCF_002192455.1
NZ_CP022088.2	GCF_002209125.2
NZ_MZMV01000004.1	GCF_002210435.1
NZ_CP022161.1	GCF_002214185.1
NZ_KZ268499.1	GCF_002217715.1
NZ_BCFL01000042.1	GCF_002217755.1
NZ_NCSM02000001.1	GCF_002224125.2
NZ_CP022521.1	GCF_002234535.1
NZ_NMUK01000099.1	GCF_002234605.1
NZ_NGAF01000016.1	GCF_002236815.1
NZ_MCGP01000021.1	GCF_002242735.1
NZ_MCGP01000024.1	GCF_002242735.1
NZ_NPKF01000001.1	GCF_002251155.1
NZ_NDXL01000001.1	GCF_002261115.1
NZ_NGNT01000011.1	GCF_002266845.1
NQNW01000114.1	GCF_002276245.1
NQOS01000009.1	GCF_002277855.1
NZ_CP022961.1	GCF_002285795.1
NZ_NSJV01000058.1	GCF_002286695.1
NZ_NSJV01000635.1	GCF_002286695.1
NZ_MLCE01000002.1	GCF_002300165.1
NZ_NSGZ01000001.1	GCF_002300485.1
NZ_NRGV01000068.1	GCF_002332385.1
NZ_BDQI01000044.1	GCF_002335465.1
NZ_NWVL01000005.1	GCF_002382885.1
NZ_NTGN01000073.1	GCF_002551015.1
NZ_NTGO01000001.1	GCF_002551045.1
NZ_NTGP01000002.1	GCF_002551055.1
NZ_NTGQ01000069.1	GCF_002551065.1
NZ_NTGS01000037.1	GCF_002551135.1
NZ_NTGT01000172.1	GCF_002551145.1
NZ_NTGW01000263.1	GCF_002551215.1
NZ_NTGX01000023.1	GCF_002551225.1
NZ_NTGY01000005.1	GCF_002551235.1
NZ_NTHB01000005.1	GCF_002551295.1
NZ_NTHA01000008.1	GCF_002551305.1
NZ_NTHC01000124.1	GCF_002551335.1
NZ_NTHD01000048.1	GCF_002551345.1
NZ_NTHF01000021.1	GCF_002551375.1
NZ_NTHH01000040.1	GCF_002551415.1
NZ_NTHG01000036.1	GCF_002551435.1
NZ_NTHJ01000005.1	GCF_002551465.1
NZ_NTHK01000012.1	GCF_002551475.1
NZ_PDJK01000002.1	GCF_002564045.1
NZ_CP023778.1	GCF_002568625.1
NZ_PDHU01000001.1	GCF_002573675.1
NZ_AQTJ01000022.1	GCF_002633395.1
NZ_CP024052.1	GCF_002688545.1
NZ_AQRK01000050.1	GCF_002705725.1
NZ_KZ303484.1	GCF_002705975.1
NZ_AQRG01000021.1	GCF_002711365.1
NZ_MVDM01000001.1	GCF_002742045.1
NZ_PEKU01000002.1	GCF_002761895.1
NZ_NNBL01000032.1	GCF_002803065.1
NZ_NNBJ01000014.1	GCF_002803085.1
NZ_NNBO01000004.1	GCF_002803145.1
NZ_NNBP01000063.1	GCF_002803155.1
NZ_CP024986.1	GCF_002803845.1
NZ_CP024957.1	GCF_002804165.1
NZ_PDKQ02000028.1	GCF_002811705.1
NZ_PDKQ02000050.1	GCF_002811705.1
NZ_CP021707.1	GCF_002832675.1
NZ_PJMW01000003.1	GCF_002846365.1
NZ_PJMX01000001.1	GCF_002846415.1
NZ_PJNA01000001.1	GCF_002846455.1
NZ_CP025407.1	GCF_002847285.1
NZ_KZ559477.1	GCF_002850745.1
NZ_LGUI01000002.1	GCF_002891295.1
NZ_LGUI01000006.1	GCF_002891295.1
NZ_CP029342.1	GCF_002910775.2
NZ_NEUG01000484.1	GCF_002910895.1
NZ_NEUE01000308.1	GCF_002910905.1
NZ_NEUE01000205.1	GCF_002910905.1
NZ_NEUF01000073.1	GCF_002910915.1
NZ_NEUF01000057.1	GCF_002910915.1
NZ_KZ626845.1	GCF_002911015.1
NZ_MTBP01000002.1	GCF_002911665.1
NZ_MTBP01000004.1	GCF_002911665.1
NZ_PQSS01000015.1	GCF_002920535.1
NZ_PQSU01000015.1	GCF_002920615.1
NZ_PQSU01000023.1	GCF_002920615.1
NZ_PQSU01000008.1	GCF_002920615.1
NZ_PQSR01000066.1	GCF_002920635.1
NZ_PSZE01000018.1	GCF_002933465.1
NZ_PSZD01000020.1	GCF_002933495.1
NZ_PSYZ01000020.1	GCF_002933515.1
NZ_PSZC01000019.1	GCF_002933535.1
NZ_PSZB01000013.1	GCF_002933545.1
NZ_PSZA01000018.1	GCF_002933575.1
NZ_JEMR01000047.1	GCF_002939325.1
NZ_PTJS02000001.1	GCF_002941025.2
NZ_CP025394.1	GCF_002943525.1
NZ_CP027022.1	GCF_002943895.1
NZ_CP026652.1	GCF_002946835.1
NZ_CP026498.1	GCF_002953255.1
NZ_PJME01000032.1	GCF_002954775.1
NZ_PUET01000005.1	GCF_002966105.1
NZ_PVLV01000053.1	GCF_002982015.1
NZ_PVZV01000001.1	GCF_002995495.1
NZ_PVSR01000005.1	GCF_003001495.1
NZ_PVNH01000001.1	GCF_003001955.1
NZ_PVZC01000004.1	GCF_003002095.1
NZ_PXWG01000160.1	GCF_003011965.1
NZ_MUYY01000046.1	GCF_003013745.1
NZ_PYGE01000003.1	GCF_003014555.1
NZ_PYAX01000026.1	GCF_003014735.1
NZ_PYAX01000012.1	GCF_003014735.1
NZ_PYHS01000015.1	GCF_003023865.1
NZ_PYHT01000014.1	GCF_003023875.1
NZ_KZ679040.1	GCF_003024195.1
NZ_PZZX01000002.1	GCF_003046555.1
NZ_AZSP01000250.1	GCF_003073355.1
NZ_CP029043.1	GCF_003074055.1
NZ_CP029188.1	GCF_003097515.1
NZ_BEVZ01000006.1	GCF_003112515.1
NZ_BEVZ01000002.1	GCF_003112515.1
NZ_BEWC01000009.1	GCF_003112575.1
NZ_KZ819159.1	GCF_003116675.1
NZ_KZ819154.1	GCF_003116685.1
NZ_KZ819169.1	GCF_003116715.1
NZ_KZ819167.1	GCF_003116725.1
NZ_KZ819184.1	GCF_003116795.1
NZ_PHNC01000031.1	GCF_003121295.1
NZ_QFBD02000005.1	GCF_003122345.2
NZ_QCYJ01000085.1	GCF_003123685.1
NZ_QFDR01000022.1	GCF_003129505.1
NZ_QFDR01000026.1	GCF_003129505.1
NZ_QFDR01000010.1	GCF_003129505.1
NZ_QFRX01000001.1	GCF_003143935.1
NZ_NSKH01000003.1	GCF_003144095.1
NZ_QGGZ01000005.1	GCF_003148825.1
NZ_QGHB01000013.1	GCF_003148865.1
NZ_QGMS01001172.1	GCF_003173635.1
NZ_QHCP01000007.1	GCF_003182415.1
NZ_QHCP01000004.1	GCF_003182415.1
NZ_QJKF01000001.1	GCF_003202065.1
NZ_QJKF01000011.1	GCF_003202065.1
NZ_PYBW01000027.1	GCF_003205575.1
NZ_PYBV01000048.1	GCF_003205615.1
NZ_CP029788.1	GCF_003208035.1
NZ_POTX01000001.1	GCF_003236305.1
NZ_POUA01000005.1	GCF_003236385.1
NZ_POUA01000025.1	GCF_003236385.1
NZ_QKWX01000004.1	GCF_003248335.1
NZ_QKWY01000003.1	GCF_003248355.1
NZ_QKZP01000007.1	GCF_003254205.1
NZ_QKZP01000012.1	GCF_003254205.1
NZ_QLLS01000008.1	GCF_003259275.1
NZ_QLLS01000016.1	GCF_003259275.1
NZ_QLLT01000034.1	GCF_003259315.1
NZ_QLLY01000001.1	GCF_003259365.1
NZ_QLLU01000007.1	GCF_003259575.1
NZ_QLLU01000017.1	GCF_003259575.1
NZ_QLLW01000021.1	GCF_003259585.1
NZ_PXXW01000065.1	GCF_003264315.1
NZ_PYAJ01000025.1	GCF_003264325.1
NZ_PYAI01000454.1	GCF_003264355.1
NZ_PYAK01000009.1	GCF_003264365.1
NZ_PYAB01000016.1	GCF_003264375.1
NZ_PYAH01000058.1	GCF_003264385.1
NZ_PYAE01000368.1	GCF_003264435.1
NZ_PYAG01000033.1	GCF_003264445.1
NZ_PYAA01000001.1	GCF_003264465.1
NZ_PYAC01000008.1	GCF_003264475.1
NZ_PYAD01000085.1	GCF_003264485.1
NZ_QFWW01000007.1	GCF_003265345.1
NZ_KZ836078.1	GCF_003265665.1
NZ_CP047019.1	GCF_003268535.2
NZ_LXWD02000044.1	GCF_003268555.2
NZ_LXWD02000008.1	GCF_003268555.2
QLTM01000008.1	GCF_003268965.1
NZ_QLTT01000007.1	GCF_003269295.1
NZ_QMIG01000041.1	GCF_003287285.1
NZ_QLYX01000012.1	GCF_003289645.1
NZ_QMEY01000003.1	GCF_003315795.1
NZ_QMEY01000005.1	GCF_003315795.1
NZ_QOIL01000018.1	GCF_003323745.1
NZ_QOLA01000002.1	GCF_003324565.1
NZ_CP026121.1	GCF_003330845.1
NZ_CP022744.1	GCF_003344445.1
NZ_QQAU01000015.1	GCF_003350445.1
NZ_QQAZ01000017.1	GCF_003350525.1
NZ_CP031263.1	GCF_003351365.1
NZ_CP030930.1	GCF_003352445.1
NZ_QRAK01000007.1	GCF_003363195.1
NZ_QEIK01000026.1	GCF_003367645.1
NZ_CP026730.1	GCF_003369795.1
NZ_QTTM01000001.1	GCF_003384865.1
NZ_PQHZ01000005.1	GCF_003385185.1
NZ_PQHW01000035.1	GCF_003385215.1
NZ_PQIA01000008.1	GCF_003385235.1
NZ_PQHX01000038.1	GCF_003385295.1
NZ_QTTT01000001.1	GCF_003386555.1
NZ_QUNN01000001.1	GCF_003387455.1
NZ_QUNO01000021.1	GCF_003387475.1
NZ_CP031455.1	GCF_003391135.1
NZ_QURC01000004.1	GCF_003403055.1
NZ_QUAK01000188.1	GCF_003429565.1
NZ_QVNQ01000014.1	GCF_003432485.1
NZ_QKKX01000089.1	GCF_003434305.1
NZ_CP031969.1	GCF_003443735.1
NZ_QWFA01000010.1	GCF_003501885.1
NZ_QXIQ01000019.1	GCF_003581605.1
NZ_PCGS02000002.1	GCF_003584805.2
NZ_CP032402.1	GCF_003589885.1
NZ_CP032427.1	GCF_003595235.1
NZ_QZFV01000107.1	GCF_003600245.1
NZ_RAPR01000001.1	GCF_003610235.1
NZ_RAPS01000001.1	GCF_003610255.1
NZ_CP032543.1	GCF_003610995.1
NZ_RBAM01000022.1	GCF_003626645.1
NZ_CP032698.1	GCF_003627815.1
NZ_RBXC01000002.1	GCF_003634815.1
NZ_RBXO01000001.1	GCF_003634935.1
NZ_RBXR01000001.1	GCF_003634995.1
NZ_RCDD01000009.1	GCF_003663795.1
NZ_RAIG01000575.1	GCF_003671685.1
NZ_RAIF01000031.1	GCF_003671715.1
NZ_RAIE01000804.1	GCF_003671755.1
CP033071.1	GCF_003675345.1
NZ_RCOL01000003.1	GCF_003675975.1
NZ_QVMS01000092.1	GCF_003687505.1
NZ_PENI01000019.1	GCF_003688995.1
NZ_RFFJ01000144.1	GCF_003696235.1
NZ_RFFH01000007.1	GCF_003696265.1
NZ_QTSY01000002.1	GCF_003709145.1
NZ_RJUU01000001.1	GCF_003751445.1
NZ_RJUU01000004.1	GCF_003751445.1
NZ_RJVJ01000004.1	GCF_003751605.1
NZ_RJKP01000002.1	GCF_003751985.1
NZ_RJKM01000001.1	GCF_003752005.1
NZ_RJUN01000001.1	GCF_003752205.1
NZ_RJWA01000001.1	GCF_003762835.1
CP033729.1	GCF_003812285.1
NZ_RKRC01000004.1	GCF_003814735.1
NZ_RKRB01000002.1	GCF_003814765.1
NZ_RKQF01000001.1	GCF_003814875.1
NZ_RKQG01000005.1	GCF_003814885.1
NZ_ML123086.1	GCF_003846155.1
NZ_ML123056.1	GCF_003846175.1
NZ_ML123118.1	GCF_003846255.1
NZ_ML123108.1	GCF_003846265.1
NZ_ML123098.1	GCF_003846275.1
NZ_BHXA01000072.1	GCF_003851625.1
NZ_BHXC01000007.1	GCF_003851665.1
NZ_QGSY01000299.1	GCF_003857035.1
NZ_QGSZ01000304.1	GCF_003857055.1
NZ_CP020700.1	GCF_003932715.1
NZ_CP029618.1	GCF_003945505.1
NZ_CP029617.1	GCF_003945545.1
NZ_QHKI01000011.1	GCF_003947235.1
NZ_QHKI01000025.1	GCF_003947235.1
NZ_QHHU01000010.1	GCF_003947255.1
NZ_QHKJ02000001.1	GCF_003947265.2
NZ_QHJK01000015.1	GCF_003947475.1
NZ_QHJK01000014.1	GCF_003947475.1
NZ_QHJL01000045.1	GCF_003947555.1
NZ_QHJL01000170.1	GCF_003947555.1
NZ_QHJP01000018.1	GCF_003947575.1
NZ_QHJO01000096.1	GCF_003947585.1
NZ_RPRS01000037.1	GCF_003949535.1
NZ_RQJB01000934.1	GCF_003949665.1
NZ_RPRZ01000435.1	GCF_003949805.1
NZ_RPSB01000072.1	GCF_003949835.1
NZ_RPSA01000005.1	GCF_003949845.1
NZ_RQJC01000010.1	GCF_003949875.1
NZ_RPSD01000010.1	GCF_003949905.1
NZ_CP034352.1	GCF_003950035.1
NZ_CP034463.1	GCF_003955715.1
NZ_CP034539.1	GCF_003963535.1
NZ_CP034587.1	GCF_003970715.1
NZ_QHKK01000050.1	GCF_003977875.1
NZ_RPRU01000036.1	GCF_003984905.1
NZ_RPRV01000035.1	GCF_003984925.1
NZ_RPRT01000002.1	GCF_003984935.1
NZ_RPSC01000003.1	GCF_003984965.1
NZ_RPRW01000002.1	GCF_003984975.1
NZ_PDIQ01000024.1	GCF_003989035.1
NZ_CP034687.1	GCF_003994395.1
NZ_RZYA01000029.1	GCF_004005495.1
NZ_SAUN01000001.1	GCF_004011505.1
NZ_RQJW01000026.1	GCF_004028635.1
NZ_CP028834.1	GCF_004104505.1
NZ_QANQ01000002.1	GCF_004115015.1
NZ_RWGV01000050.1	GCF_004123705.1
NZ_QBDT01000001.1	GCF_004124325.1
NZ_QANR01000003.1	GCF_004125315.1
NZ_ML142901.1	GCF_004138525.1
NZ_PKOA01000026.1	GCF_004195965.1
NZ_PKLY01000002.1	GCF_004196215.1
NZ_SADA01000149.1	GCF_004196335.1
NZ_SHKK01000001.1	GCF_004217135.1
NZ_SHKS01000007.1	GCF_004217285.1
NZ_SHKY01000001.1	GCF_004217545.1
NZ_SHLD01000001.1	GCF_004217615.1
NZ_SGFG01000003.1	GCF_004295505.1
NZ_QQUQ01000009.1	GCF_004334925.1
NZ_QQUQ01000012.1	GCF_004334925.1
NZ_SJXB02000001.1	GCF_004337435.2
NZ_SMFR01000002.1	GCF_004339125.1
NZ_SMFZ01000002.1	GCF_004339565.1
NZ_SLYY01000008.1	GCF_004341025.1
NZ_SMKF01000015.1	GCF_004348325.1
NZ_SMJW01000005.1	GCF_004348335.1
NZ_SMJW01000008.1	GCF_004348335.1
NZ_SMJZ01000031.1	GCF_004348345.1
NZ_SMJY01000030.1	GCF_004348355.1
NZ_SMKI01000146.1	GCF_004348415.1
NZ_SMKK01000011.1	GCF_004348425.1
NZ_SMKH01000016.1	GCF_004348515.1
NZ_SMKH01000264.1	GCF_004348515.1
NZ_SMKB01000020.1	GCF_004348575.1
NZ_SMKM01000001.1	GCF_004348665.1
NZ_SMKN01000002.1	GCF_004348675.1
NZ_SMKT01000049.1	GCF_004348735.1
NZ_SMLC01000023.1	GCF_004349245.1
NZ_SMLD01000025.1	GCF_004352805.1
NZ_SNXZ01000010.1	GCF_004362825.1
NZ_SNXZ01000004.1	GCF_004362825.1
NZ_SOAV01000014.1	GCF_004364245.1
NZ_PECI01000007.1	GCF_004366645.1
NZ_PECM01000015.1	GCF_004366675.1
NZ_PECH01000004.1	GCF_004366855.1
NZ_PECJ01000013.1	GCF_004366875.1
NZ_PECK01000012.1	GCF_004367255.1
NZ_PECG01000006.1	GCF_004367265.1
NZ_PECL01000013.1	GCF_004367915.1
NZ_SOMP01000174.1	GCF_004403015.1
NZ_SDLT01000005.1	GCF_004522235.1
NZ_SDLU01000036.1	GCF_004522265.1
NZ_SDLS01000038.1	GCF_004522315.1
NZ_CP038147.1	GCF_004524875.1
NZ_CP029710.1	GCF_004634405.1
NZ_SRRU01000006.1	GCF_004784465.1
NZ_SRZK01000265.1	GCF_004794175.1
NZ_SSBI01000030.1	GCF_004795015.1
NZ_SSBK01000008.1	GCF_004795035.1
NZ_SSBJ01000023.1	GCF_004795055.1
NZ_SSBJ01000014.1	GCF_004795055.1
NZ_SSBL01000039.1	GCF_004795105.1
NZ_SSBM01000011.1	GCF_004795115.1
NZ_SSBN01000027.1	GCF_004795155.1
NZ_SSHQ01000001.1	GCF_004798565.1
NZ_CP024633.1	GCF_004924335.1
NZ_CP029078.1	GCF_005222485.1
NZ_BJFL01000017.1	GCF_005405885.1
NZ_BJFL01000020.1	GCF_005405885.1
BJHX01000001.1	GCF_005405965.1
BJHY01000001.1	GCF_005405985.1
NZ_BJHZ01000001.1	GCF_005406005.1
NZ_CP027297.1	GCF_005490965.1
NZ_CP040244.1	GCF_005517195.1
NZ_VBUN01000028.1	GCF_005774755.1
NZ_VAWE01000001.1	GCF_005795905.1
NZ_VCKW01000027.1	GCF_005889715.1
NZ_CP025551.1	GCF_006229535.1
NZ_VDLZ02000003.1	GCF_006334905.2
NZ_VDMA02000028.1	GCF_006334915.2
NZ_VDLY02000002.1	GCF_006334995.2
NZ_RRYT01000017.1	GCF_006363815.1
VFVZ01000131.1	GCF_006442935.1
NZ_CP041168.1	GCF_006516935.1
NZ_BJMN01000051.1	GCF_006539185.1
NZ_BJND01000076.1	GCF_006539505.1
NZ_BJND01000026.1	GCF_006539505.1
NZ_CP041244.1	GCF_006547145.1
NZ_JACLHD010000001.1	GCF_006704225.1
NZ_VFML01000001.1	GCF_006715045.1
NZ_VFMT01000002.1	GCF_006715185.1
NZ_VFNP01000001.1	GCF_006715635.1
NZ_VFNX01000007.1	GCF_006715785.1
NZ_VFPG01000001.1	GCF_006716565.1
NZ_VFPP01000001.1	GCF_006716745.1
NZ_VFRC01000001.1	GCF_006788935.1
NZ_VIRL01000003.1	GCF_006874465.1
NZ_VIRM01000004.1	GCF_006874475.1
NZ_SPQF01000031.1	GCF_007050945.1
NZ_VJNO01000045.1	GCF_007096885.1
NZ_VJYK02000006.1	GCF_007097205.2
NZ_CP041650.2	GCF_007113405.2
NZ_CP041610.2	GCF_007113425.2
NZ_CP041651.1	GCF_007113445.1
NZ_CP041611.1	GCF_007113465.1
NZ_CP041613.2	GCF_007113485.2
NZ_CP041612.2	GCF_007113505.2
NZ_CP041654.1	GCF_007113525.2
NZ_CP041602.2	GCF_007113545.2
NZ_CP041604.2	GCF_007113565.2
NZ_CP041609.2	GCF_007113585.2
NZ_CP041607.2	GCF_007113665.2
VKJP01000062.1	GCF_007280575.1
NZ_VKLS01000041.1	GCF_007280585.1
NZ_VIQO01000001.1	GCF_007483665.1
NZ_VEHK01000011.1	GCF_007679945.1
NZ_VEHK01000003.1	GCF_007679945.1
NZ_VISR01000029.1	GCF_007827595.1
NZ_VIWV01000001.1	GCF_007829875.1
NZ_VIXA01000001.1	GCF_007829925.1
NZ_VLLP01000001.1	GCF_007829995.1
NZ_VIWZ01000001.1	GCF_007830095.1
NZ_VOBR01000012.1	GCF_007845675.1
NZ_VOGW01000013.1	GCF_007896895.1
NZ_VOGX01000018.1	GCF_007896905.1
NZ_BJXA01000002.1	GCF_007990755.1
NZ_RDBN01000013.1	GCF_008042075.1
NZ_RDBJ01000038.1	GCF_008042115.1
NZ_RDBG01000076.1	GCF_008042155.1
NZ_RDBG01000067.1	GCF_008042155.1
NZ_RDBK01000008.1	GCF_008042275.1
NZ_RDBK01000043.1	GCF_008042275.1
NZ_VJYI01000003.1	GCF_008065375.1
NZ_VSFG01000001.1	GCF_008085895.1
NZ_VSFF01000004.1	GCF_008085905.1
NZ_VSEY01000021.1	GCF_008086045.1
NZ_VHQM01000083.1	GCF_008086975.1
NZ_RDBO01000013.1	GCF_008120935.1
NZ_VSRQ01000009.1	GCF_008121305.1
NZ_VNIC01000008.1	GCF_008124905.1
NZ_VNID01000008.1	GCF_008124915.1
NZ_VNIG01000010.1	GCF_008124975.1
NZ_VNIF01000009.1	GCF_008124985.1
NZ_VNIH01000008.1	GCF_008125035.1
NZ_VSZQ01000047.1	GCF_008180165.1
NZ_VSRY01000040.1	GCF_008271805.1
NZ_VTHJ01000009.1	GCF_008386495.1
NZ_VTHJ01000065.1	GCF_008386495.1
NZ_VUOB01000021.1	GCF_008386585.1
NZ_PDCL01000002.1	GCF_008634015.1
NZ_PDCM01000002.1	GCF_008634025.1
NZ_CP029196.1	GCF_008639045.1
NZ_CP029197.1	GCF_008639165.1
NZ_CP029192.1	GCF_008642315.1
NZ_CP029191.1	GCF_008642335.1
NZ_CP029193.1	GCF_008642355.1
NZ_CP029194.1	GCF_008642375.1
NZ_VXLC01000006.1	GCF_008704205.1
NZ_CP023699.1	GCF_008704495.1
NZ_CP023702.1	GCF_008704555.1
CP023703.1	GCF_008704575.1
NZ_CP023688.1	GCF_008704655.1
NZ_CP023689.1	GCF_008704715.1
NZ_CP023690.1	GCF_008704795.1
NZ_CP023691.1	GCF_008704855.1
NZ_CP023694.1	GCF_008705135.1
NZ_CP029195.1	GCF_008705255.1
NZ_VZRB01000017.1	GCF_008806595.1
NZ_VZRB01000025.1	GCF_008806595.1
NZ_WBKQ01000043.1	GCF_008868165.1
NZ_WBKG01000013.1	GCF_008868685.1
NZ_WBMT01000018.1	GCF_008923185.1
NZ_WBMS02000021.1	GCF_008923205.2
NZ_WBMR01000002.1	GCF_008923365.1
NZ_WBMR01000062.1	GCF_008923365.1
NZ_CP042324.1	GCF_008931305.1
NZ_VYUA01000001.1	GCF_008932075.1
NZ_BLAG01000004.1	GCF_009176265.1
NZ_VOKX01000027.1	GCF_009208535.1
NZ_CP045178.1	GCF_009296025.1
NZ_WGGQ01000001.1	GCF_009296285.1
NZ_CP023693.1	GCF_009299385.1
NZ_VMNX01000024.1	GCF_009377235.1
NZ_CP034550.1	GCF_009498035.1
NZ_CP045643.1	GCF_009498275.1
NZ_WBOF01000001.1	GCF_009569385.1
NZ_WEGL01000005.1	GCF_009604455.1
NZ_WJIC01000011.1	GCF_009649815.1
NZ_CP045740.1	GCF_009650765.1
NZ_WMBA01000013.1	GCF_009707865.1
NZ_WIXO01000001.1	GCF_009709575.1
NZ_ML769314.1	GCF_009720365.1
NZ_WARX01000020.1	GCF_009720385.1
NZ_VTZW01000009.1	GCF_009728995.1
NZ_WOFH01000001.1	GCF_009733595.1
NZ_WOFH01000006.1	GCF_009733595.1
NZ_WHOM01000050.1	GCF_009739465.1
NZ_CP034279.1	GCF_009739905.1
NZ_VRLV01000023.1	GCF_009760925.1
NZ_VTHK01000009.1	GCF_009765355.1
NZ_VTHK01000064.1	GCF_009765355.1
NZ_VKAB01000043.1	GCF_009769385.1
NZ_WSRO01000001.1	GCF_009769735.1
NZ_CP046905.1	GCF_009789635.1
