Organism	Scaffold	Start	End	Score	SCO5086	SCO5087	SCO5088	SCO5089	assembly_file	representative	dereplication_status
Streptomyces sp. NPDC001797	NZ_JBIAUB010000001.1	1264952	1269256	6.1436	1	1	1	1	GCF_042892425.1_ASM4289242v1_genomic.fna.gz	GCF_040298045.1_ASM4029804v1_genomic.fna.gz	redundant
Streptomyces sp. NPDC001601	NZ_JBIAUZ010000002.1	1164734	1168900	7.1651	1	1	1	1	GCF_042893455.1_ASM4289345v1_genomic.fna.gz	GCF_040298045.1_ASM4029804v1_genomic.fna.gz	redundant
Streptomyces sp. NPDC001601	NZ_JBIAUZ010000001.1	155115	159266	6.1439	1	1	1	1	GCF_042893455.1_ASM4289345v1_genomic.fna.gz	GCF_040298045.1_ASM4029804v1_genomic.fna.gz	redundant
Streptomyces sp. NPDC001507	NZ_JBIAVV010000007.1	116926	121092	7.165	1	1	1	1	GCF_042894765.1_ASM4289476v1_genomic.fna.gz	GCF_042894765.1_ASM4289476v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC001507	NZ_JBIAVV010000003.1	468083	472122	6.1439	1	1	1	1	GCF_042894765.1_ASM4289476v1_genomic.fna.gz	GCF_042894765.1_ASM4289476v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC056683	NZ_JBHTXT010000005.1	184366	188532	7.1655	1	1	1	1	GCF_042791555.1_ASM4279155v1_genomic.fna.gz	GCF_042791555.1_ASM4279155v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC056683	NZ_JBHTXT010000009.1	105616	109839	6.1439	1	1	1	1	GCF_042791555.1_ASM4279155v1_genomic.fna.gz	GCF_042791555.1_ASM4279155v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC041068	NZ_JBEZCG010000005.1	182068	196050	7.1621	1	1	1	1	GCF_040647455.1_ASM4064745v1_genomic.fna.gz	GCF_040647455.1_ASM4064745v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC041068	NZ_JBEZCG010000008.1	295665	299315	6.1395	1	1	1	1	GCF_040647455.1_ASM4064745v1_genomic.fna.gz	GCF_040647455.1_ASM4064745v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC007157	NZ_JBEYFE010000001.1	22726	26892	7.1654	1	1	1	1	GCF_040634235.1_ASM4063423v1_genomic.fna.gz	GCF_040634235.1_ASM4063423v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC007157	NZ_JBEYFE010000008.1	26834	30697	6.1457	1	1	1	1	GCF_040634235.1_ASM4063423v1_genomic.fna.gz	GCF_040634235.1_ASM4063423v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NBC_00223	NZ_CP108109.1	3431098	3437881	5.1606	1	1	1	1	GCF_036199905.1_ASM3619990v1_genomic.fna.gz	GCF_045160865.1_ASM4516086v1_genomic.fna.gz	redundant
Streptomyces sp. NBC_00138	NZ_CP108177.1	4523675	4530458	5.1606	1	1	1	1	GCF_045160865.1_ASM4516086v1_genomic.fna.gz	GCF_045160865.1_ASM4516086v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. SM18	NZ_CP029342.1	5994916	6001313	6.1604	1	1	1	1	GCF_002910775.2_ASM291077v2_genomic.fna.gz	GCF_002910895.1_ASM291089v1_genomic.fna.gz	redundant
Streptomyces sp. SM5	NZ_NEUG01000484.1	51866	58263	6.1604	1	1	1	1	GCF_002910895.1_ASM291089v1_genomic.fna.gz	GCF_002910895.1_ASM291089v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC102270	NZ_JBIWLX010000020.1	178909	184120	7.1619	1	1	1	1	GCF_044766405.1_ASM4476640v1_genomic.fna.gz	GCF_044766405.1_ASM4476640v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC101133	NZ_JBIVYW010000004.1	596690	614840	5.1569	1	1	1	1	GCF_044759165.1_ASM4475916v1_genomic.fna.gz	GCF_044759165.1_ASM4475916v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC006324	NZ_JBEXRE010000714.1	47	2823	5.1223	0	1	1	1	GCF_040612925.1_ASM4061292v1_genomic.fna.gz	GCF_040614035.1_ASM4061403v1_genomic.fna.gz	readded_by_content
Streptomyces sp. NPDC006183	NZ_JBEXTF010000049.1	700	7097	6.1611	1	1	1	1	GCF_040614035.1_ASM4061403v1_genomic.fna.gz	GCF_040614035.1_ASM4061403v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC006170	NZ_JBEXTM010000044.1	8460	14857	6.1601	1	1	1	1	GCF_040614095.1_ASM4061409v1_genomic.fna.gz	GCF_040614035.1_ASM4061403v1_genomic.fna.gz	redundant
Streptomyces sp. NPDC093111	NZ_JBFBNW010000010.1	211423	217819	6.1596	1	1	1	1	GCF_040683955.1_ASM4068395v1_genomic.fna.gz	GCF_040683955.1_ASM4068395v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NRRL WC-3549	NZ_KL585414.1	34058	40396	6.1599	1	1	1	1	GCF_000721935.1_ASM72193v1_genomic.fna.gz	GCF_000721935.1_ASM72193v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC000070	NZ_JBEPFN010000018.1	30103	41435	6.1576	1	1	1	1	GCF_040301965.1_ASM4030196v1_genomic.fna.gz	GCF_040301965.1_ASM4030196v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC090499	NZ_JBIVXP010000019.1	25279	29445	7.1647	1	1	1	1	GCF_044769305.1_ASM4476930v1_genomic.fna.gz	GCF_044769305.1_ASM4476930v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC090499	NZ_JBIVXP010000001.1	1522548	1526712	6.144	1	1	1	1	GCF_044769305.1_ASM4476930v1_genomic.fna.gz	GCF_044769305.1_ASM4476930v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC090493	NZ_JBIVXR010000018.1	176931	181097	7.165	1	1	1	1	GCF_044769285.1_ASM4476928v1_genomic.fna.gz	GCF_044769305.1_ASM4476930v1_genomic.fna.gz	redundant
Streptomyces sp. NPDC090493	NZ_JBIVXR010000003.1	139842	144096	6.1434	1	1	1	1	GCF_044769285.1_ASM4476928v1_genomic.fna.gz	GCF_044769305.1_ASM4476930v1_genomic.fna.gz	redundant
Streptomyces sp. NPDC049627	NZ_JBITLW010000005.1	168911	185955	6.1655	1	1	1	1	GCF_044465645.1_ASM4446564v1_genomic.fna.gz	GCF_044465645.1_ASM4446564v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC049627	NZ_JBITLW010000018.1	181634	185421	6.1448	1	1	1	1	GCF_044465645.1_ASM4446564v1_genomic.fna.gz	GCF_044465645.1_ASM4446564v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC058773	NZ_JBHYPE010000006.1	83401	91468	6.1578	1	1	1	1	GCF_042746015.1_ASM4274601v1_genomic.fna.gz	GCF_042746015.1_ASM4274601v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC001796	NZ_JBIAUC010000002.1	311001	331164	6.1621	1	1	1	1	GCF_042892355.1_ASM4289235v1_genomic.fna.gz	GCF_042892355.1_ASM4289235v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC059786	NZ_JBHWHW010000058.1	1126	3903	5.1224	0	1	1	1	GCF_042732335.1_ASM4273233v1_genomic.fna.gz	GCF_042732375.1_ASM4273237v1_genomic.fna.gz	readded_by_content
Streptomyces sp. NBC_01622	NZ_CP109293.1	7708370	7725206	6.1631	1	1	1	1	GCF_045209635.1_ASM4520963v1_genomic.fna.gz	GCF_045209635.1_ASM4520963v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC086777	NZ_JBFBJI010000055.1	27511	31677	7.164	1	1	1	1	GCF_040702065.1_ASM4070206v1_genomic.fna.gz	GCF_040702065.1_ASM4070206v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC086777	NZ_JBFBJI010000024.1	128458	132679	6.144	1	1	1	1	GCF_040702065.1_ASM4070206v1_genomic.fna.gz	GCF_040702065.1_ASM4070206v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC050538	NZ_JBITHC010000008.1	439803	457388	6.1647	1	1	1	1	GCF_044457585.1_ASM4445758v1_genomic.fna.gz	GCF_044457585.1_ASM4445758v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC050528	NZ_JBITHH010000016.1	92765	110368	6.1645	1	1	1	1	GCF_044457795.1_ASM4445779v1_genomic.fna.gz	GCF_044457585.1_ASM4445758v1_genomic.fna.gz	redundant
Streptomyces sp. NPDC013157	NZ_JBIBAK010000001.1	954355	960913	6.1693	1	1	1	1	GCF_042899865.1_ASM4289986v1_genomic.fna.gz	GCF_042899865.1_ASM4289986v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC013157	NZ_JBIBAK010000006.1	118716	122740	6.1432	1	1	1	1	GCF_042899865.1_ASM4289986v1_genomic.fna.gz	GCF_042899865.1_ASM4289986v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC093984	NZ_JBIWIM010000004.1	345146	365296	6.1618	1	1	1	1	GCF_044764595.1_ASM4476459v1_genomic.fna.gz	GCF_044764595.1_ASM4476459v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. HU2014	NZ_CP097123.1	4832449	4836293	7.1686	1	1	1	1	GCF_023330645.1_ASM2333064v1_genomic.fna.gz	GCF_023330645.1_ASM2333064v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. HU2014	NZ_CP097123.1	2812192	2816006	6.1451	1	1	1	1	GCF_023330645.1_ASM2333064v1_genomic.fna.gz	GCF_023330645.1_ASM2333064v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC095613	NZ_JBEOTH010000031.1	1171	8763	7.1642	1	1	1	1	GCF_040303465.1_ASM4030346v1_genomic.fna.gz	GCF_040303465.1_ASM4030346v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NRRL F-5135	NZ_JOHR01000006.1	151898	159506	7.1639	1	1	1	1	GCF_000719775.1_ASM71977v1_genomic.fna.gz	GCF_000719775.1_ASM71977v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC040750	NZ_JBEZCL010000001.1	290275	310333	6.1635	1	1	1	1	GCF_040647555.1_ASM4064755v1_genomic.fna.gz	GCF_040647555.1_ASM4064755v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC048362	NZ_JBICYK010000011.1	102900	122958	6.1634	1	1	1	1	GCF_043200815.1_ASM4320081v1_genomic.fna.gz	GCF_043200815.1_ASM4320081v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC051452	NZ_JBITEB010000010.1	116586	136634	6.1635	1	1	1	1	GCF_044454765.1_ASM4445476v1_genomic.fna.gz	GCF_044454765.1_ASM4445476v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC088196	NZ_JBFBIU010000015.1	97737	116575	6.1639	1	1	1	1	GCF_040702045.1_ASM4070204v1_genomic.fna.gz	GCF_040702045.1_ASM4070204v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NBC_00878	NZ_JAPEOK010000001.1	5077547	5090066	6.1648	1	1	1	1	GCF_026341515.1_ASM2634151v1_genomic.fna.gz	GCF_026341515.1_ASM2634151v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. V4I2	NZ_JAUSZM010000003.1	6083097	6095191	6.1627	1	1	1	1	GCF_030817655.1_ASM3081765v1_genomic.fna.gz	GCF_030817655.1_ASM3081765v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. V4I2	NZ_JAUSZM010000003.1	9572753	9576452	6.1486	1	1	1	1	GCF_030817655.1_ASM3081765v1_genomic.fna.gz	GCF_030817655.1_ASM3081765v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC001833	NZ_JBEOYT010000120.1	12708	19263	6.1687	1	1	1	1	GCF_040297225.1_ASM4029722v1_genomic.fna.gz	GCF_040297225.1_ASM4029722v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC001833	NZ_JBEOYT010000162.1	4642	8600	6.143	1	1	1	1	GCF_040297225.1_ASM4029722v1_genomic.fna.gz	GCF_040297225.1_ASM4029722v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. LUP30	NZ_MJAJ01000007.1	18375	38486	6.1627	1	1	1	1	GCF_001746365.1_ASM174636v1_genomic.fna.gz	GCF_001746365.1_ASM174636v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. LUP30	NZ_MJAJ01000057.1	18252	22039	6.1476	1	1	1	1	GCF_001746365.1_ASM174636v1_genomic.fna.gz	GCF_001746365.1_ASM174636v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC048191	NZ_JBEZMO010000023.1	19551	24806	7.1635	1	1	1	1	GCF_040652655.1_ASM4065265v1_genomic.fna.gz	GCF_040652655.1_ASM4065265v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. IBSBF 2806	NZ_JAJSYX010000081.1	18493	22284	6.1471	1	1	1	1	GCF_036815025.1_ASM3681502v1_genomic.fna.gz	GCF_036815025.1_ASM3681502v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. IBSBF 2806	NZ_JAJSYX010000384.1	1141	3916	5.1254	0	1	1	1	GCF_036815025.1_ASM3681502v1_genomic.fna.gz	GCF_036815025.1_ASM3681502v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC059785	NZ_JBHWHV010000047.1	44334	58417	6.1599	1	1	1	1	GCF_042732375.1_ASM4273237v1_genomic.fna.gz	GCF_042732375.1_ASM4273237v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC047072	NZ_JBEYVC010000044.1	1527	15452	6.1637	1	1	1	1	GCF_040643855.1_ASM4064385v1_genomic.fna.gz	GCF_040643855.1_ASM4064385v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NBC_01429	NZ_CP109599.1	2343563	2352280	6.1659	1	1	1	1	GCF_036231945.1_ASM3623194v1_genomic.fna.gz	GCF_040684415.1_ASM4068441v1_genomic.fna.gz	redundant
Streptomyces sp. NPDC093085	NZ_JBFBFB010000007.1	198651	206421	7.1587	1	1	1	1	GCF_040683935.1_ASM4068393v1_genomic.fna.gz	GCF_040683935.1_ASM4068393v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC101152	NZ_JBIWPO010000007.1	96944	114650	6.1643	1	1	1	1	GCF_044768275.1_ASM4476827v1_genomic.fna.gz	GCF_044768275.1_ASM4476827v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC101152	NZ_JBIWPO010000026.1	120557	124302	6.1436	1	1	1	1	GCF_044768275.1_ASM4476827v1_genomic.fna.gz	GCF_044768275.1_ASM4476827v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. ISL-11	NZ_JAGGOL010000036.1	8984	26641	6.1653	1	1	1	1	GCF_018614525.1_ASM1861452v1_genomic.fna.gz	GCF_018614525.1_ASM1861452v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. ISL-11	NZ_JAGGOL010000128.1	624	3888	5.1126	0	1	1	1	GCF_018614525.1_ASM1861452v1_genomic.fna.gz	GCF_018614525.1_ASM1861452v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. SP18BB07	NZ_JAQYWT010000215.1	125961	130690	6.1659	1	1	1	1	GCF_036322545.1_ASM3632254v1_genomic.fna.gz	GCF_036322265.1_ASM3632226v1_genomic.fna.gz	redundant
Streptomyces sp. SP17KL33	NZ_JAQYXK010000388.1	8305	13034	6.1659	1	1	1	1	GCF_036322265.1_ASM3632226v1_genomic.fna.gz	GCF_036322265.1_ASM3632226v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. LaPpAH-108	NZ_KB891995.1	273770	277687	7.1595	1	1	1	1	GCF_000373625.1_ASM37362v1_genomic.fna.gz	GCF_000373625.1_ASM37362v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC091212	NZ_JBFBGB010000002.1	123239	131968	6.166	1	1	1	1	GCF_040684415.1_ASM4068441v1_genomic.fna.gz	GCF_040684415.1_ASM4068441v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. CBMA123	NZ_MECK01000608.1	10080	12992	5.1272	0	1	1	1	GCF_014596465.1_ASM1459646v1_genomic.fna.gz	GCF_014596465.1_ASM1459646v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC001407	NZ_JBIAWF010000048.1	7646	19469	6.1665	1	1	1	1	GCF_042895325.1_ASM4289532v1_genomic.fna.gz	GCF_042895325.1_ASM4289532v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC001407	NZ_JBIAWF010000008.1	233646	247301	7.1598	1	1	1	1	GCF_042895325.1_ASM4289532v1_genomic.fna.gz	GCF_042895325.1_ASM4289532v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC020667	NZ_JBFAED010000068.1	15100	20488	7.1597	1	1	1	1	GCF_040641715.1_ASM4064171v1_genomic.fna.gz	GCF_042895325.1_ASM4289532v1_genomic.fna.gz	redundant
Streptomyces sp. NPDC020667	NZ_JBFAED010000245.1	3034	5809	5.1292	0	1	1	1	GCF_040641715.1_ASM4064171v1_genomic.fna.gz	GCF_042895325.1_ASM4289532v1_genomic.fna.gz	readded_by_content
Streptomyces sp. NPDC020799	NZ_JBIRSV010000021.1	69492	81316	6.1664	1	1	1	1	GCF_044334365.1_ASM4433436v1_genomic.fna.gz	GCF_042895325.1_ASM4289532v1_genomic.fna.gz	redundant
Streptomyces sp. NPDC020799	NZ_JBIRSV010000035.1	42297	55948	7.1598	1	1	1	1	GCF_044334365.1_ASM4433436v1_genomic.fna.gz	GCF_042895325.1_ASM4289532v1_genomic.fna.gz	redundant
Streptomyces sp. NPDC048595	NZ_JBICWA010000020.1	27694	39983	6.1604	1	1	1	1	GCF_043199515.1_ASM4319951v1_genomic.fna.gz	GCF_043199515.1_ASM4319951v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. ISL-10	NZ_JAGGOJ010000022.1	650	5998	6.1607	1	1	1	1	GCF_018614575.1_ASM1861457v1_genomic.fna.gz	GCF_018614575.1_ASM1861457v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. MBT70	NZ_JAENRW010000097.1	148463	153179	6.167	1	1	1	1	GCF_016612655.1_ASM1661265v1_genomic.fna.gz	GCF_040647495.1_ASM4064749v1_genomic.fna.gz	redundant
Streptomyces sp. MBT70	NZ_JAENRW010000214.1	40158	43910	6.1466	1	1	1	1	GCF_016612655.1_ASM1661265v1_genomic.fna.gz	GCF_040647495.1_ASM4064749v1_genomic.fna.gz	redundant
Streptomyces sp. SCL15-4	NZ_JAOBTQ010000001.1	8029163	8033880	6.1641	1	1	1	1	GCF_033366695.1_ASM3336669v1_genomic.fna.gz	GCF_033366695.1_ASM3336669v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. SCL15-4	NZ_JAOBTQ010000001.1	3955557	3959311	6.145	1	1	1	1	GCF_033366695.1_ASM3336669v1_genomic.fna.gz	GCF_033366695.1_ASM3336669v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC006658	NZ_JBEYJS010000191.1	3708	8425	6.1641	1	1	1	1	GCF_040636395.1_ASM4063639v1_genomic.fna.gz	GCF_044329385.1_ASM4432938v1_genomic.fna.gz	redundant
Streptomyces sp. NPDC006658	NZ_JBEYJS010000035.1	8387	12141	6.1448	1	1	1	1	GCF_040636395.1_ASM4063639v1_genomic.fna.gz	GCF_044329385.1_ASM4432938v1_genomic.fna.gz	redundant
Streptomyces sp. NPDC017638	NZ_JBIRJD010000024.1	141575	146292	6.1643	1	1	1	1	GCF_044329385.1_ASM4432938v1_genomic.fna.gz	GCF_044329385.1_ASM4432938v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC017638	NZ_JBIRJD010000031.1	94680	98434	6.145	1	1	1	1	GCF_044329385.1_ASM4432938v1_genomic.fna.gz	GCF_044329385.1_ASM4432938v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC048266	NZ_JBEZLX010000020.1	8902	11711	5.1291	0	1	1	1	GCF_040652355.1_ASM4065235v1_genomic.fna.gz	GCF_042868975.1_ASM4286897v1_genomic.fna.gz	readded_by_content
Streptomyces sp. NPDC007355	NZ_JBIAFC010000005.1	18542	37811	6.1663	1	1	1	1	GCF_042868975.1_ASM4286897v1_genomic.fna.gz	GCF_042868975.1_ASM4286897v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC006477	NZ_JBIAHO010000003.1	375586	394770	6.1663	1	1	1	1	GCF_042870615.1_ASM4287061v1_genomic.fna.gz	GCF_042868975.1_ASM4286897v1_genomic.fna.gz	redundant
Streptomyces sp. NRRL S-448	NZ_JBAISJ010000001.1	468466	476977	5.1568	1	1	1	1	GCF_041695395.1_ASM4169539v1_genomic.fna.gz	GCF_041695395.1_ASM4169539v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC048723	NZ_JBICVE010000009.1	81648	90159	5.157	1	1	1	1	GCF_043198835.1_ASM4319883v1_genomic.fna.gz	GCF_041695395.1_ASM4169539v1_genomic.fna.gz	redundant
Streptomyces sp. DSM 40868	NZ_CP050504.1	7424179	7428895	6.1671	1	1	1	1	GCF_011820545.1_ASM1182054v1_genomic.fna.gz	GCF_040646115.1_ASM4064611v1_genomic.fna.gz	redundant
Streptomyces sp. DSM 40868	NZ_CP050504.1	4836519	4840270	6.147	1	1	1	1	GCF_011820545.1_ASM1182054v1_genomic.fna.gz	GCF_040646115.1_ASM4064611v1_genomic.fna.gz	redundant
Streptomyces sp. NPDC007856	NZ_JBIAEC010000011.1	319022	328026	6.1685	1	1	1	1	GCF_042868225.1_ASM4286822v1_genomic.fna.gz	GCF_042868225.1_ASM4286822v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. C36	NZ_JBFQGI010000011.1	4175	8956	6.1663	1	1	1	1	GCF_040932295.1_ASM4093229v1_genomic.fna.gz	GCF_040932295.1_ASM4093229v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. C36	NZ_JBFQGI010000003.1	600304	603962	6.1487	1	1	1	1	GCF_040932295.1_ASM4093229v1_genomic.fna.gz	GCF_040932295.1_ASM4093229v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC051173	NZ_JBFBBD010000067.1	4700	16453	6.1659	1	1	1	1	GCF_040689515.1_ASM4068951v1_genomic.fna.gz	GCF_040689515.1_ASM4068951v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC051173	NZ_JBFBBD010000047.1	15661	23432	7.1571	1	1	1	1	GCF_040689515.1_ASM4068951v1_genomic.fna.gz	GCF_040689515.1_ASM4068951v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC051162	NZ_JBFBBF010000083.1	14345	26128	6.1659	1	1	1	1	GCF_040682575.1_ASM4068257v1_genomic.fna.gz	GCF_040689515.1_ASM4068951v1_genomic.fna.gz	redundant
Streptomyces sp. NPDC051162	NZ_JBFBBF010000095.1	20302	23070	5.1204	0	1	1	1	GCF_040682575.1_ASM4068257v1_genomic.fna.gz	GCF_040689515.1_ASM4068951v1_genomic.fna.gz	readded_by_content
Streptomyces sp. MSC1_001	NZ_JAMOZN010000047.1	4299	23485	6.166	1	1	1	1	GCF_023667545.1_WA-IsoG_MSC1_001_genomic.fna.gz	GCF_042901655.1_ASM4290165v1_genomic.fna.gz	redundant
Streptomyces sp. NPDC012693	NZ_JBIBDD010000002.1	319867	339130	6.166	1	1	1	1	GCF_042901655.1_ASM4290165v1_genomic.fna.gz	GCF_042901655.1_ASM4290165v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC005483	NZ_JBEXEA010000011.1	151291	165184	6.1627	1	1	1	1	GCF_040606035.1_ASM4060603v1_genomic.fna.gz	GCF_040606035.1_ASM4060603v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC020379	NZ_JBIRVR010000015.1	4476	16282	6.1662	1	1	1	1	GCF_044387105.1_ASM4438710v1_genomic.fna.gz	GCF_044387105.1_ASM4438710v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC020379	NZ_JBIRVR010000004.1	201881	205671	7.155	1	1	1	1	GCF_044387105.1_ASM4438710v1_genomic.fna.gz	GCF_044387105.1_ASM4438710v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC048419	NZ_JBICXT010000018.1	48570	56026	6.1618	1	1	1	1	GCF_043200415.1_ASM4320041v1_genomic.fna.gz	GCF_043200415.1_ASM4320041v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. RB17	NZ_WEGL01000005.1	373100	382081	6.1672	1	1	1	1	GCF_009604455.1_ASM960445v1_genomic.fna.gz	GCF_009604455.1_ASM960445v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC057101	NZ_JBHUTZ010000083.1	4949	7758	5.1289	0	1	1	1	GCF_042670085.1_ASM4267008v1_genomic.fna.gz	GCF_042670085.1_ASM4267008v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC058989	NZ_JBHYJU010000104.1	13624	16509	5.1241	0	1	1	1	GCF_042740965.1_ASM4274096v1_genomic.fna.gz	GCF_042749045.1_ASM4274904v1_genomic.fna.gz	readded_by_content
Streptomyces sp. WELS2	NZ_JACBWZ010000395.1	1430	5189	6.1469	1	1	1	1	GCF_013870595.1_ASM1387059v1_genomic.fna.gz	GCF_013870595.1_ASM1387059v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC088760	NZ_JBIVKU010000008.1	168573	186597	6.1558	1	1	1	1	GCF_044750955.1_ASM4475095v1_genomic.fna.gz	GCF_044750305.1_ASM4475030v1_genomic.fna.gz	redundant
Streptomyces sp. NRRL S-1022	NZ_JOIU01000009.1	188048	205660	6.157	1	1	1	1	GCF_000720135.1_ASM72013v1_genomic.fna.gz	GCF_000720135.1_ASM72013v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NRRL S-1022	NZ_JOIU01000005.1	134261	156566	6.1057	0	1	1	2	GCF_000720135.1_ASM72013v1_genomic.fna.gz	GCF_000720135.1_ASM72013v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC088810	NZ_JBIVJQ010000009.1	185453	203431	6.1557	1	1	1	1	GCF_044750305.1_ASM4475030v1_genomic.fna.gz	GCF_044750305.1_ASM4475030v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. SPB074	NZ_GG770539.1	5098204	5102453	4.0881	1	0	1	1	GCF_000154905.1_ASM15490v1_genomic.fna.gz	GCF_000154905.1_ASM15490v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NBC_01077	NZ_CP108669.1	7348442	7370779	6.1604	1	1	1	1	GCF_045162855.1_ASM4516285v1_genomic.fna.gz	GCF_045162855.1_ASM4516285v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC002825	NZ_JBEOVH010000007.1	111669	131763	6.1653	1	1	1	1	GCF_040295385.1_ASM4029538v1_genomic.fna.gz	GCF_040295385.1_ASM4029538v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC002825	NZ_JBEOVH010000051.1	713	4454	6.1451	1	1	1	1	GCF_040295385.1_ASM4029538v1_genomic.fna.gz	GCF_040295385.1_ASM4029538v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC029526	NZ_JBEZWE010000028.1	19162	24503	6.1584	1	1	1	1	GCF_040637405.1_ASM4063740v1_genomic.fna.gz	GCF_040637405.1_ASM4063740v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC029526	NZ_JBEZWE010000005.1	224981	229817	7.1369	1	1	1	1	GCF_040637405.1_ASM4063740v1_genomic.fna.gz	GCF_040637405.1_ASM4063740v1_genomic.fna.gz	dereplication_representative
