JSWS02000001.1	GCA_000772595.2
AAAJKT010000001.1	GCA_004413545.1
AAAJLN010000002.1	GCA_004413805.1
AAAJMG010000001.1	GCA_004414065.1
AAAJMN010000001.1	GCA_004414145.1
AAAJMX010000017.1	GCA_004414265.1
AAAJMT010000047.1	GCA_004414305.1
AAAJMV010000001.1	GCA_004414325.1
AAAJNC010000001.1	GCA_004414485.1
AAAJNI010000001.1	GCA_004414525.1
AAAJNK010000001.1	GCA_004414985.1
AAAJND010000042.1	GCA_004415065.1
AAAJNM010000001.1	GCA_004415095.1
AAAJNX010000010.1	GCA_004415385.1
AAAJOF010000023.1	GCA_004415425.1
AAAJNW010000024.1	GCA_004415445.1
AAAJOC010000001.1	GCA_004415465.1
AAAJOD010000004.1	GCA_004415505.1
AAAJOY010000002.1	GCA_004415525.1
AAAJOU010000030.1	GCA_004415545.1
AAAJPA010000003.1	GCA_004415765.1
AAAJPC010000003.1	GCA_004415805.1
AAAJPD010000050.1	GCA_004415825.1
AAAJPD010000047.1	GCA_004415825.1
AAAJPT010000001.1	GCA_004416025.1
AAAJQC010000012.1	GCA_004416065.1
AAAJPY010000012.1	GCA_004416085.1
AAAJQA010000021.1	GCA_004416145.1
AAAJQD010000010.1	GCA_004416205.1
AAAJQY010000009.1	GCA_004416325.1
AAAJQV010000020.1	GCA_004416435.1
AAAJQU010000001.1	GCA_004416485.1
AAAJRI010000002.1	GCA_004416625.1
AAAJRL010000003.1	GCA_004416765.1
AAAJVB010000001.1	GCA_004416785.1
AAAJSX010000001.1	GCA_004416825.1
AAAJSZ010000001.1	GCA_004416865.1
AAAJVA010000001.1	GCA_004417165.1
AAAJRO010000014.1	GCA_004417245.1
AAAJRZ010000001.1	GCA_004417325.1
AAAJRV010000007.1	GCA_004417345.1
AAAJSC010000003.1	GCA_004417405.1
AAAJSE010000003.1	GCA_004417465.1
AAAJSD010000001.1	GCA_004417485.1
AAAJSG010000024.1	GCA_004417585.1
AAAJSJ010000003.1	GCA_004417635.1
AAAJTE010000009.1	GCA_004417685.1
AAAJSN010000025.1	GCA_004417695.1
AAAJSO010000027.1	GCA_004417745.1
AAAJSS010000001.1	GCA_004417765.1
AAAJTD010000001.1	GCA_004417875.1
AAAJTK010000003.1	GCA_004417915.1
AAAJTI010000001.1	GCA_004417945.1
AAAJVH010000001.1	GCA_004418465.1
AAAJVL010000001.1	GCA_004418485.1
AAAJVG010000001.1	GCA_004418525.1
AAAJVM010000001.1	GCA_004418545.1
AAAJUY010000001.1	GCA_004418685.1
AAAJUR010000025.1	GCA_004418725.1
AAAJVD010000001.1	GCA_004418785.1
AAAJUZ010000001.1	GCA_004418845.1
AAAJVK010000001.1	GCA_004418865.1
AAAJZI010000063.1	GCA_004418905.1
AAAJVY010000002.1	GCA_004418925.1
AAAJXD010000069.1	GCA_004418945.1
AAAJXD010000070.1	GCA_004418945.1
AAAJZC010000004.1	GCA_004419085.1
AAAJVV010000001.1	GCA_004419145.1
AAAJXC010000035.1	GCA_004419205.1
AAAJYA010000001.1	GCA_004419265.1
AAAJZK010000001.1	GCA_004419285.1
AAAJWB010000001.1	GCA_004419345.1
AAAJWI010000026.1	GCA_004419485.1
AAAJWF010000001.1	GCA_004419605.1
AAAJWH010000001.1	GCA_004419665.1
AAAJWJ010000007.1	GCA_004419705.1
AAAJWE010000054.1	GCA_004419725.1
AAAJWM010000019.1	GCA_004419825.1
AAAJWU010000001.1	GCA_004419985.1
AAAJXH010000053.1	GCA_004420035.1
AAAJXO010000003.1	GCA_004420125.1
AAAJXN010000010.1	GCA_004420165.1
AAAJXP010000001.1	GCA_004420245.1
AAAJXS010000001.1	GCA_004420285.1
AAAJXY010000001.1	GCA_004420345.1
AAAJXV010000001.1	GCA_004420445.1
AAAJYH010000001.1	GCA_004420485.1
AAAJYK010000005.1	GCA_004420515.1
AAAJYN010000083.1	GCA_004420585.1
AAAJYS010000001.1	GCA_004420625.1
AAAJYR010000001.1	GCA_004420665.1
AAAJYX010000006.1	GCA_004420725.1
AAAJYX010000029.1	GCA_004420725.1
AAAJZB010000001.1	GCA_004420745.1
AAAJYT010000001.1	GCA_004420755.1
AAAJYW010000014.1	GCA_004420785.1
AAAJZP010000001.1	GCA_004420985.1
AAAJZX010000017.1	GCA_004421375.1
AAAKAB010000001.1	GCA_004421395.1
AAAKBY010000001.1	GCA_004421655.1
AAAKBO010000011.1	GCA_004421835.1
AAAKAX010000001.1	GCA_004421915.1
AAAKAY010000001.1	GCA_004421975.1
AAAKBD010000002.1	GCA_004421995.1
AAAKBC010000001.1	GCA_004422095.1
AAAKBF010000001.1	GCA_004422115.1
AAAKBE010000011.1	GCA_004422195.1
AAAKCM010000001.1	GCA_004422215.1
AAAKBA010000001.1	GCA_004422235.1
AAAKBG010000001.1	GCA_004422275.1
AAAKBH010000001.1	GCA_004422295.1
AAAKBL010000031.1	GCA_004422315.1
AAAKCK020000001.1	GCA_004422395.2
AAAKDG010000001.1	GCA_004422435.1
AAAKCC010000001.1	GCA_004422635.1
AAAKCL010000002.1	GCA_004422775.1
AAAKCU010000001.1	GCA_004422895.1
AAAKCV010000026.1	GCA_004422915.1
AAAKDP010000003.1	GCA_004423095.1
AAAKDJ010000001.1	GCA_004423155.1
AAAKDN010000004.1	GCA_004423235.1
AAAKEC010000016.1	GCA_004423315.1
AAAKFG010000001.1	GCA_004423345.1
AAAKFE010000001.1	GCA_004423455.1
AAAKGB010000010.1	GCA_004423635.1
AAAKGH010000001.1	GCA_004423675.1
AAAKDS010000013.1	GCA_004423695.1
AAAKDS010000016.1	GCA_004423695.1
AAAKHD010000004.1	GCA_004423735.1
AAAKHC010000019.1	GCA_004423745.1
AAAKDQ010000001.1	GCA_004423775.1
AAAKDR010000003.1	GCA_004423805.1
AAAKDZ010000025.1	GCA_004423895.1
AAAKDX010000001.1	GCA_004423955.1
AAAKEA010000001.1	GCA_004423995.1
AAAKEI010000001.1	GCA_004424055.1
AAAKEL010000001.1	GCA_004424115.1
AAAKER010000002.1	GCA_004424215.1
AAAKEV010000001.1	GCA_004424245.1
AAAKEU010000001.1	GCA_004424295.1
AAAKFS010000001.1	GCA_004424535.1
AAAKGL010000001.1	GCA_004424755.1
AAAKGJ010000001.1	GCA_004424775.1
AAAKGK010000001.1	GCA_004424795.1
AAAKGI010000001.1	GCA_004424815.1
AAAKGN010000017.1	GCA_004424855.1
AAAKGT010000007.1	GCA_004424875.1
AAAKGP010000005.1	GCA_004424935.1
AAAKGX020000013.1	GCA_004424975.2
AAAKGU010000072.1	GCA_004424995.1
AAAKGU010000067.1	GCA_004424995.1
AAAKGS010000004.1	GCA_004425015.1
AAAKGW010000001.1	GCA_004425055.1
AAAKHH010000001.1	GCA_004425095.1
AAAKHF010000001.1	GCA_004425115.1
AAAKHE010000004.1	GCA_004425155.1
AAAKHI010000001.1	GCA_004425215.1
AAAKIF010000001.1	GCA_004425335.1
AAAKHZ010000001.1	GCA_004425375.1
AAAKIB010000001.1	GCA_004425395.1
AAAKIH010000001.1	GCA_004425415.1
AAAKIE010000001.1	GCA_004425435.1
AAAKIZ010000002.1	GCA_004425475.1
AAAKID010000001.1	GCA_004425495.1
AAAKJA010000006.1	GCA_004425535.1
AAAKJC010000006.1	GCA_004425555.1
AAAKLU010000002.1	GCA_004425595.1
AAAKKX010000040.1	GCA_004425615.1
AAAKKW010000026.1	GCA_004425635.1
AAAKLW010000002.1	GCA_004425735.1
AAAKMS010000001.1	GCA_004425795.1
AAAKNC010000001.1	GCA_004425835.1
AAAKHR010000006.1	GCA_004425895.1
AAAKHS010000001.1	GCA_004425935.1
AAAKHP010000001.1	GCA_004425955.1
AAAKHT010000005.1	GCA_004425995.1
AAAKHW010000001.1	GCA_004426075.1
AAAKIJ010000001.1	GCA_004426095.1
AAAKIA010000020.1	GCA_004426135.1
AAAKII010000001.1	GCA_004426155.1
AAAKIY010000003.1	GCA_004426335.1
AAAKIW010000018.1	GCA_004426395.1
AAAKJB010000001.1	GCA_004426435.1
AAAKJE010000001.1	GCA_004426515.1
AAAKJG010000001.1	GCA_004426555.1
AAAKJK010000009.1	GCA_004426595.1
AAAKJJ010000001.1	GCA_004426615.1
AAAKJS010000041.1	GCA_004426645.1
AAAKJR010000038.1	GCA_004426685.1
AAAKJQ010000001.1	GCA_004426715.1
AAAKJN010000001.1	GCA_004426735.1
AAAKJT010000009.1	GCA_004426795.1
AAAKJU010000001.1	GCA_004426835.1
AAAKJZ010000001.1	GCA_004426855.1
AAAKKI010000001.1	GCA_004426955.1
AAAKKG010000001.1	GCA_004427045.1
AAAKKM010000001.1	GCA_004427115.1
AAAKKT010000001.1	GCA_004427155.1
AAAKKQ010000013.1	GCA_004427195.1
AAAKKU010000026.1	GCA_004427215.1
AAAKKP010000050.1	GCA_004427235.1
AAAKKY010000023.1	GCA_004427295.1
AAAKLB010000001.1	GCA_004427335.1
AAAKLD010000012.1	GCA_004427355.1
AAAKLD010000014.1	GCA_004427355.1
AAAKLC010000001.1	GCA_004427395.1
AAAKLM010000001.1	GCA_004427495.1
AAAKLH010000001.1	GCA_004427515.1
AAAKLK010000001.1	GCA_004427535.1
AAAKMK010000002.1	GCA_004428055.1
AAAKNO010000001.1	GCA_004428275.1
AAAKRE010000001.1	GCA_004428335.1
AAAKOK010000032.1	GCA_004428455.1
AAAKQA010000001.1	GCA_004428535.1
AAAKRD010000001.1	GCA_004428595.1
AAAKRI010000001.1	GCA_004428675.1
AAAKQG010000017.1	GCA_004428715.1
AAAKQY010000001.1	GCA_004428775.1
AAAKQZ010000022.1	GCA_004428835.1
AAAKQZ010000031.1	GCA_004428835.1
AAAKNL010000001.1	GCA_004428935.1
AAAKNJ010000001.1	GCA_004428975.1
AAAKOO010000001.1	GCA_004429335.1
AAAKOG010000046.1	GCA_004429345.1
AAAKPD010000003.1	GCA_004429535.1
AAAKPB010000001.1	GCA_004429615.1
AAAKPK010000020.1	GCA_004429675.1
AAAKPM010000001.1	GCA_004429715.1
AAAKPO010000001.1	GCA_004429755.1
AAAKPP010000015.1	GCA_004429775.1
AAAKOT010000001.1	GCA_004429855.1
AAAKPU010000001.1	GCA_004429875.1
AAAKPW010000001.1	GCA_004429935.1
AAAKPV010000001.1	GCA_004429955.1
AAAKPZ010000001.1	GCA_004429975.1
AAAKPX010000008.1	GCA_004429995.1
AAAKQL010000001.1	GCA_004430055.1
AAAKQC010000001.1	GCA_004430095.1
AAAKQI010000001.1	GCA_004430135.1
AAAKQQ010000001.1	GCA_004430155.1
AAAKRM010000002.1	GCA_004430515.1
AAAKTV010000001.1	GCA_004430635.1
AAAKTA010000001.1	GCA_004430675.1
AAAKRO010000003.1	GCA_004430715.1
AAAKSZ010000001.1	GCA_004430795.1
AAAKSD010000001.1	GCA_004430835.1
AAAKSU010000001.1	GCA_004430875.1
AAAKTZ010000001.1	GCA_004430915.1
AAAKRS010000001.1	GCA_004431155.1
AAAKRV010000021.1	GCA_004431195.1
AAAKSE010000001.1	GCA_004431235.1
AAAKSL010000024.1	GCA_004431275.1
AAAKSC010000001.1	GCA_004431295.1
AAAKSG010000117.1	GCA_004431355.1
AAAKSF010000028.1	GCA_004431395.1
AAAKSS010000001.1	GCA_004431505.1
AAAKTC010000046.1	GCA_004431685.1
AAAKTH010000002.1	GCA_004431725.1
AAAKTI010000014.1	GCA_004431765.1
AAAKTL010000003.1	GCA_004431785.1
AAAKTQ010000003.1	GCA_004431905.1
AAAKUD010000020.1	GCA_004431985.1
AAAKUN010000002.1	GCA_004432125.1
AAAKRQ010000001.1	GCA_004432605.1
AAAKVU010000026.1	GCA_004432725.1
AAAKVY010000001.1	GCA_004432745.1
AAAKWP010000001.1	GCA_004432785.1
AAAKXP010000015.1	GCA_004432845.1
AAAKXM010000009.1	GCA_004432945.1
AAAKZJ010000003.1	GCA_004433005.1
AAAKZM010000001.1	GCA_004433045.1
AAAKWU010000018.1	GCA_004433145.1
AAALAL010000001.1	GCA_004433245.1
AAAKWA010000001.1	GCA_004433285.1
AAAKWD010000010.1	GCA_004433345.1
AAAKWJ010000001.1	GCA_004433405.1
AAAKWI010000001.1	GCA_004433425.1
AAAKWS010000003.1	GCA_004433645.1
AAAKWC010000061.1	GCA_004433825.1
AAAKXC010000001.1	GCA_004433845.1
AAAKXL010000001.1	GCA_004433965.1
AAAKXN010000020.1	GCA_004434005.1
AAAKYV010000001.1	GCA_004434445.1
AAAKYT010000001.1	GCA_004434465.1
AAAKYW010000001.1	GCA_004434485.1
AAAKZA010000027.1	GCA_004434565.1
AAAKYY010000033.1	GCA_004434625.1
AAAKYY010000034.1	GCA_004434625.1
AAAKZN020000001.1	GCA_004434645.2
AAAKZF010000020.1	GCA_004434705.1
AAAKZX010000036.1	GCA_004434945.1
AAAKZY010000008.1	GCA_004435005.1
AAALAG010000001.1	GCA_004435065.1
AAALDH010000001.1	GCA_004435125.1
AAALDL010000001.1	GCA_004435165.1
AAALAM010000001.1	GCA_004435285.1
AAALDG010000001.1	GCA_004435325.1
AAALEG010000001.1	GCA_004435345.1
AAALDO010000001.1	GCA_004435485.1
AAALDI010000001.1	GCA_004435505.1
AAALEJ010000001.1	GCA_004435545.1
AAALAR010000001.1	GCA_004435565.1
AAALAT010000001.1	GCA_004435705.1
AAALBI010000018.1	GCA_004435905.1
AAALBE010000029.1	GCA_004435965.1
AAALCS010000017.1	GCA_004436505.1
AAALCN010000002.1	GCA_004436525.1
AAALCQ010000001.1	GCA_004436545.1
AAALCU010000001.1	GCA_004436555.1
AAALCT010000026.1	GCA_004436585.1
AAALDD010000004.1	GCA_004436605.1
AAALCV010000004.1	GCA_004436625.1
AAALCW010000001.1	GCA_004436645.1
AAALDA010000001.1	GCA_004436665.1
AAALCZ010000023.1	GCA_004436685.1
AAALDJ010000001.1	GCA_004436725.1
AAALCY010000002.1	GCA_004436865.1
AAALEK010000001.1	GCA_004437205.1
AAALEN010000001.1	GCA_004437245.1
AAALGB010000001.1	GCA_004437565.1
AAALJD010000001.1	GCA_004437905.1
AAALJG010000045.1	GCA_004437925.1
AAALJG010000043.1	GCA_004437925.1
AAALJC010000001.1	GCA_004437965.1
AAALIY010000002.1	GCA_004437995.1
AAALFJ010000001.1	GCA_004438165.1
AAALFQ010000003.1	GCA_004438285.1
AAALFN010000003.1	GCA_004438325.1
AAALHK010000001.1	GCA_004439005.1
AAALHL010000001.1	GCA_004439025.1
AAALIR010000001.1	GCA_004439485.1
AAALIW010000001.1	GCA_004439565.1
AAALJQ010000001.1	GCA_004439845.1
AAALJO010000001.1	GCA_004439865.1
AAALJN010000001.1	GCA_004439885.1
AAALNC010000001.1	GCA_004439985.1
AAALKY010000012.1	GCA_004440025.1
AAALKZ010000011.1	GCA_004440045.1
AAALLX010000001.1	GCA_004440065.1
AAALMZ010000001.1	GCA_004440085.1
AAALNA010000002.1	GCA_004440105.1
AAALNA010000001.1	GCA_004440105.1
AAALKE010000001.1	GCA_004440145.1
AAALNJ010000001.1	GCA_004440165.1
AAALND010000001.1	GCA_004440265.1
AAALMA010000001.1	GCA_004440275.1
AAALOI010000003.1	GCA_004440325.1
AAALKX010000001.1	GCA_004440385.1
AAALLY010000003.1	GCA_004440395.1
AAALJR010000001.1	GCA_004440505.1
AAALJT010000006.1	GCA_004440545.1
AAALKI010000004.1	GCA_004440645.1
AAALKO010000005.1	GCA_004440785.1
AAALKU010000001.1	GCA_004440845.1
AAALKQ010000001.1	GCA_004440865.1
AAALKR010000001.1	GCA_004440885.1
AAALKW010000001.1	GCA_004440905.1
AAALLN010000033.1	GCA_004441115.1
AAALLS010000003.1	GCA_004441245.1
AAALLR010000001.1	GCA_004441345.1
AAALLV010000001.1	GCA_004441365.1
AAALMF010000001.1	GCA_004441385.1
AAALMD010000001.1	GCA_004441425.1
AAALMO010000001.1	GCA_004441685.1
AAALMW010000001.1	GCA_004441705.1
AAALMV010000002.1	GCA_004441745.1
AAALMY010000001.1	GCA_004441765.1
AAALMX010000001.1	GCA_004441805.1
AAALNH010000001.1	GCA_004441825.1
AAALNF010000001.1	GCA_004441845.1
AAALNE010000001.1	GCA_004441865.1
AAALNK010000001.1	GCA_004441885.1
AAALNG010000001.1	GCA_004441905.1
AAALNN010000001.1	GCA_004441945.1
AAALNM010000016.1	GCA_004441965.1
AAALNO010000001.1	GCA_004442005.1
AAALNR010000001.1	GCA_004442025.1
AAALNV010000001.1	GCA_004442045.1
AAALNT010000001.1	GCA_004442065.1
AAALNQ010000018.1	GCA_004442085.1
AAALNP010000001.1	GCA_004442105.1
AAALNU010000002.1	GCA_004442125.1
AAALNW010000001.1	GCA_004442165.1
AAALNS010000001.1	GCA_004442205.1
AAALOC010000001.1	GCA_004442265.1
AAALQB010000001.1	GCA_004442345.1
AAALPZ010000001.1	GCA_004442465.1
AAALQX010000001.1	GCA_004442505.1
AAALRY010000004.1	GCA_004442545.1
AAALOJ010000001.1	GCA_004442685.1
AAALOP010000001.1	GCA_004442725.1
AAALOK010000009.1	GCA_004442745.1
AAALOS010000001.1	GCA_004442765.1
AAALOQ010000001.1	GCA_004442835.1
AAALOW010000001.1	GCA_004442925.1
AAALOR010000001.1	GCA_004442945.1
AAALPI010000026.1	GCA_004443085.1
AAALPR010000024.1	GCA_004443205.1
AAALPV010000001.1	GCA_004443225.1
AAALPY010000001.1	GCA_004443245.1
AAALPS010000003.1	GCA_004443265.1
AAALPU010000001.1	GCA_004443325.1
AAALQC010000001.1	GCA_004443365.1
AAALQH010000001.1	GCA_004443385.1
AAALQD010000001.1	GCA_004443405.1
AAALQG010000002.1	GCA_004443465.1
AAALQK010000002.1	GCA_004443565.1
AAALQN010000014.1	GCA_004443585.1
AAALQV010000025.1	GCA_004443765.1
AAALQW010000001.1	GCA_004443805.1
AAALRJ010000009.1	GCA_004443965.1
AAALRN010000001.1	GCA_004444005.1
AAALRL010000001.1	GCA_004444025.1
AAALRV010000001.1	GCA_004444085.1
AAALRR010000002.1	GCA_004444105.1
AAALRS010000001.1	GCA_004444165.1
AAALRU010000001.1	GCA_004444185.1
AAALSE010000013.1	GCA_004444225.1
AAALSB010000004.1	GCA_004444265.1
AAALSF010000005.1	GCA_004444325.1
AAALSM010000003.1	GCA_004444445.1
AAALWE010000030.1	GCA_004444545.1
AAALWA010000003.1	GCA_004444665.1
AAALTC010000001.1	GCA_004444685.1
AAALUW010000001.1	GCA_004444705.1
AAALVY010000004.1	GCA_004444755.1
AAALUG010000001.1	GCA_004444825.1
AAALUY010000004.1	GCA_004444945.1
AAALUZ010000001.1	GCA_004444975.1
AAALWU010000004.1	GCA_004445025.1
AAALST010000001.1	GCA_004445065.1
AAALTF010000001.1	GCA_004445165.1
AAALTG010000004.1	GCA_004445225.1
AAALTM010000001.1	GCA_004445245.1
AAALTI010000001.1	GCA_004445265.1
AAALTK010000001.1	GCA_004445405.1
AAALUQ010000001.1	GCA_004445645.1
AAALUK010000001.1	GCA_004445765.1
AAALUR010000001.1	GCA_004445785.1
AAALUM010000021.1	GCA_004445805.1
AAALUO010000033.1	GCA_004445845.1
AAALVD010000001.1	GCA_004445965.1
AAALVG010000008.1	GCA_004446025.1
AAALVF010000003.1	GCA_004446045.1
AAALVJ010000029.1	GCA_004446065.1
AAALVE010000014.1	GCA_004446105.1
AAALVQ010000001.1	GCA_004446145.1
AAALVT010000001.1	GCA_004446325.1
AAALVU010000014.1	GCA_004446345.1
AAALVV010000001.1	GCA_004446355.1
AAALWL010000001.1	GCA_004446425.1
AAALWP010000001.1	GCA_004446625.1
AAALWT010000002.1	GCA_004446705.1
AAALZD010000001.1	GCA_004446765.1
AAALZF010000003.1	GCA_004446805.1
AAALYD010000020.1	GCA_004446825.1
AAALYE010000001.1	GCA_004446885.1
AAAMAG010000001.1	GCA_004446925.1
AAALYC010000013.1	GCA_004446945.1
AAALXE010000037.1	GCA_004447085.1
AAALZI010000015.1	GCA_004447105.1
AAALYH010000003.1	GCA_004447115.1
AAALZJ010000001.1	GCA_004447165.1
AAALZG010000016.1	GCA_004447185.1
AAAMAE010000018.1	GCA_004447205.1
AAAMAE010000002.1	GCA_004447205.1
AAAMBG010000001.1	GCA_004447225.1
AAALXI010000001.1	GCA_004447355.1
AAALXJ010000001.1	GCA_004447425.1
AAALXT010000016.1	GCA_004447645.1
AAALXY010000002.1	GCA_004447665.1
AAALXW010000001.1	GCA_004447685.1
AAALYA010000004.1	GCA_004447725.1
AAALYJ010000007.1	GCA_004447825.1
AAALYK010000001.1	GCA_004447845.1
AAALYL010000014.1	GCA_004447865.1
AAALYI010000016.1	GCA_004447885.1
AAALYM010000001.1	GCA_004447945.1
AAALYO010000002.1	GCA_004447965.1
AAALYP010000027.1	GCA_004447995.1
AAALYQ010000001.1	GCA_004448045.1
AAALYZ010000001.1	GCA_004448085.1
AAALYY010000003.1	GCA_004448105.1
AAALZM010000013.1	GCA_004448125.1
AAALZM010000014.1	GCA_004448125.1
AAALYW010000001.1	GCA_004448145.1
AAALZB010000001.1	GCA_004448245.1
AAALZC010000001.1	GCA_004448265.1
AAALZK010000001.1	GCA_004448285.1
AAALZT010000001.1	GCA_004448365.1
AAALZP010000001.1	GCA_004448375.1
AAALZX010000001.1	GCA_004448445.1
AAALZZ010000017.1	GCA_004448625.1
AAAMBI010000001.1	GCA_004449005.1
AAAMDF010000002.1	GCA_004449125.1
AAAMDG010000056.1	GCA_004449165.1
AAAMDE010000033.1	GCA_004449185.1
AAAMCJ010000001.1	GCA_004449265.1
AAAMCK010000001.1	GCA_004449285.1
AAAMDJ010000019.1	GCA_004449325.1
AAAMBL010000014.1	GCA_004449385.1
AAAMBK010000001.1	GCA_004449405.1
AAAMBP010000002.1	GCA_004449445.1
AAAMBN010000001.1	GCA_004449485.1
AAAMCC010000020.1	GCA_004449685.1
AAAMCG010000001.1	GCA_004449705.1
AAAMBU010000001.1	GCA_004449745.1
AAAMCH010000001.1	GCA_004449785.1
AAAMCI010000001.1	GCA_004449805.1
AAAMCM010000001.1	GCA_004449825.1
AAAMCP010000001.1	GCA_004449845.1
AAAMCL010000001.1	GCA_004449865.1
AAAMCO010000001.1	GCA_004449885.1
AAAMCN010000001.1	GCA_004449905.1
AAAMCT010000001.1	GCA_004449925.1
AAAMCX010000001.1	GCA_004449945.1
AAAMCU010000005.1	GCA_004449965.1
AAAMCS010000001.1	GCA_004449985.1
AAAMCQ010000001.1	GCA_004450005.1
AAAMCR010000001.1	GCA_004450025.1
AAAMCW010000001.1	GCA_004450065.1
AAAMDA010000001.1	GCA_004450105.1
AAAMCV010000001.1	GCA_004450145.1
AAAMDK010000002.1	GCA_004450185.1
AAAMDH010000056.1	GCA_004450225.1
AAAMDI010000010.1	GCA_004450245.1
AAAMDM010000001.1	GCA_004450285.1
AAAMDL010000033.1	GCA_004450305.1
AAAMDN010000002.1	GCA_004450315.1
AAAMDP010000009.1	GCA_004450365.1
AAAMDQ010000007.1	GCA_004450385.1
AAAMDX010000009.1	GCA_004450445.1
AAAMDT010000001.1	GCA_004450465.1
AAAMDU010000004.1	GCA_004450505.1
AAAMDW010000002.1	GCA_004450525.1
AAAMEB010000014.1	GCA_004450545.1
AAAMEC010000019.1	GCA_004450605.1
AAAMFB010000001.1	GCA_004450865.1
AAAMFA010000001.1	GCA_004450905.1
AAAMFJ010000002.1	GCA_004451085.1
AAAMIC010000003.1	GCA_004451245.1
AAAMIE010000003.1	GCA_004451365.1
AAAMHB010000002.1	GCA_004451375.1
AAAMID010000003.1	GCA_004451425.1
AAAMII010000001.1	GCA_004451445.1
AAAMIH010000001.1	GCA_004451485.1
AAAMHK010000019.1	GCA_004452185.1
AAAMHK010000021.1	GCA_004452185.1
AAAMHM010000011.1	GCA_004452245.1
AAAMHL010000004.1	GCA_004452265.1
AAAMHZ010000001.1	GCA_004452505.1
AAAMIK010000001.1	GCA_004452565.1
AAAMIA010000001.1	GCA_004452605.1
AAAMJD010000001.1	GCA_004452745.1
AAAMKI010000001.1	GCA_004452805.1
AAAMIM010000005.1	GCA_004452945.1
AAAMIL010000001.1	GCA_004452985.1
AAAMIQ010000016.1	GCA_004453005.1
AAAMIO010000001.1	GCA_004453025.1
AAAMIN010000001.1	GCA_004453045.1
AAAMIR010000010.1	GCA_004453065.1
AAAMIU010000001.1	GCA_004453085.1
AAAMIS010000001.1	GCA_004453105.1
AAAMIW010000001.1	GCA_004453145.1
AAAMIP010000001.1	GCA_004453165.1
AAAMIT010000001.1	GCA_004453185.1
AAAMJF010000019.1	GCA_004453245.1
AAAMKH010000021.1	GCA_004453705.1
AAAMKS010000002.1	GCA_004453905.1
AAAMMG010000023.1	GCA_004454285.1
AAAMOY010000066.1	GCA_004454425.1
AAAMOY010000064.1	GCA_004454425.1
AAAMOH010000047.1	GCA_004454445.1
AAAMMF010000001.1	GCA_004454535.1
AAAMNE010000002.1	GCA_004454695.1
AAAMPC010000028.1	GCA_004454755.1
AAAMPB010000001.1	GCA_004454765.1
AAAMLV010000001.1	GCA_004454835.1
AAAMLW010000052.1	GCA_004454855.1
AAAMME010000001.1	GCA_004454915.1
AAAMMI010000001.1	GCA_004455055.1
AAAMMH010000004.1	GCA_004455075.1
AAAMMK010000067.1	GCA_004455095.1
AAAMMR010000001.1	GCA_004455115.1
AAAMMN010000021.1	GCA_004455145.1
AAAMMO010000020.1	GCA_004455175.1
AAAMNY010000116.1	GCA_004455555.1
AAAMNQ010000021.1	GCA_004455575.1
AAAMNP010000001.1	GCA_004455595.1
AAAMNS010000002.1	GCA_004455625.1
AAAMNV010000001.1	GCA_004455695.1
AAAMOA010000031.1	GCA_004455735.1
AAAMOM010000001.1	GCA_004455875.1
AAAMOR010000001.1	GCA_004455975.1
AAAMOT010000001.1	GCA_004456075.1
AAAMOX010000001.1	GCA_004456125.1
AAAMPH010000002.1	GCA_004456175.1
AAAMPP010000001.1	GCA_004456315.1
AAAMPR010000001.1	GCA_004456375.1
AAAMPO010000001.1	GCA_004456455.1
AAAMPV010000010.1	GCA_004456485.1
AAAMRR010000044.1	GCA_004456515.1
AAAMQU010000003.1	GCA_004456635.1
AAAMRT010000020.1	GCA_004456655.1
AAAMPZ010000001.1	GCA_004456675.1
AAAMRQ010000018.1	GCA_004456695.1
AAAMRW010000009.1	GCA_004456735.1
AAAMQX010000008.1	GCA_004456755.1
AAAMPY010000069.1	GCA_004456765.1
AAAMRX010000001.1	GCA_004456795.1
AAAMPX010000044.1	GCA_004456945.1
AAAMQP010000001.1	GCA_004457265.1
AAAMRA010000003.1	GCA_004457415.1
AAAMRJ010000003.1	GCA_004457495.1
AAAMRL010000001.1	GCA_004457615.1
AAAMRS010000015.1	GCA_004457625.1
AAAMRO010000020.1	GCA_004457655.1
AAAMRN010000008.1	GCA_004457675.1
AAAMRP010000014.1	GCA_004457695.1
AAAMSJ010000002.1	GCA_004457885.1
AAAMSI010000001.1	GCA_004457965.1
AAAMSQ010000004.1	GCA_004458025.1
AAAMSL010000004.1	GCA_004458065.1
AAAMSY010000002.1	GCA_004458285.1
AAAMTF010000025.1	GCA_004458345.1
AAAMTF010000008.1	GCA_004458345.1
AAAMTH010000016.1	GCA_004458445.1
AAAMTQ010000003.1	GCA_004458525.1
AAAMTJ010000002.1	GCA_004458565.1
AAAMTL010000001.1	GCA_004458585.1
AAAMTR010000017.1	GCA_004458655.1
AAAMXA010000001.1	GCA_004459055.1
AAAMUJ010000122.1	GCA_004459215.1
AAAMVA010000002.1	GCA_004459505.1
AAAMVD010000001.1	GCA_004459525.1
AAAMVB010000067.1	GCA_004459625.1
AAAMWM010000001.1	GCA_004460125.1
AAAMWK010000063.1	GCA_004460185.1
AAAMWT010000002.1	GCA_004460215.1
AAAMXC010000043.1	GCA_004460385.1
AAAMXE010000005.1	GCA_004460405.1
AAAMXB010000036.1	GCA_004460425.1
