	Organism	Scaffold	Start	End	Score	STS_Dehydrogenase	STS_E1-like	STS_StsA	STS_YcaO	assembly_file	representative	dereplication_status
122	Staphylococcus lugdunensis UMB8974	NZ_JBCGEZ010000002.1	108710	111838	3.1757	1	1	0	1	GCF_038738635.1_ASM3873863v1_genomic.fna.gz	GCF_037694565.1_ASM3769456v1_genomic.fna.gz	redundant
123	Staphylococcus lugdunensis UMB7320B	NZ_JBFEHM010000001.1	835199	838327	3.1757	1	1	0	1	GCF_040717915.1_ASM4071791v1_genomic.fna.gz	GCF_037694565.1_ASM3769456v1_genomic.fna.gz	redundant
124	Staphylococcus lugdunensis VCU148	NZ_JIBR01000012.1	176558	179686	3.1757	1	1	0	1	GCF_000649125.1_gslvcu148v01_genomic.fna.gz	GCF_037694565.1_ASM3769456v1_genomic.fna.gz	redundant
125	Staphylococcus lugdunensis UCIM6116	NZ_KI978395.1	2385	5513	3.1757	1	1	0	1	GCF_000542395.1_Stap_lugd_UCIM6116_V1_genomic.fna.gz	GCF_037694565.1_ASM3769456v1_genomic.fna.gz	redundant
126	Staphylococcus lugdunensis s38	NZ_QVUS01000003.1	108765	111893	3.1757	1	1	0	1	GCF_016808995.1_ASM1680899v1_genomic.fna.gz	GCF_037694565.1_ASM3769456v1_genomic.fna.gz	redundant
127	Staphylococcus lugdunensis E7	NZ_SCHB01000003.1	176748	179876	3.1757	1	1	0	1	GCF_004329485.1_ASM432948v1_genomic.fna.gz	GCF_037694565.1_ASM3769456v1_genomic.fna.gz	redundant
128	Staphylococcus lugdunensis KCJ3K183	NZ_JAMKQG010000003.1	4292	7420	3.1755	1	1	0	1	GCF_024106275.1_ASM2410627v1_genomic.fna.gz	GCF_037694565.1_ASM3769456v1_genomic.fna.gz	redundant
129	Staphylococcus lugdunensis B5-16	NZ_JAKRKK010000002.1	164601	167721	3.1685	1	1	0	1	GCF_022569055.1_ASM2256905v1_genomic.fna.gz	GCF_037694565.1_ASM3769456v1_genomic.fna.gz	redundant
130	Staphylococcus sp. HMSC063A07	NZ_KV830918.1	2828	5473	3.1767	1	1	0	1	GCF_001836955.1_ASM183695v1_genomic.fna.gz	GCF_037694565.1_ASM3769456v1_genomic.fna.gz	redundant
131	Staphylococcus sp. HMSC069E09	NZ_KV832751.1	25844	28489	3.1767	1	1	0	1	GCF_001837525.1_ASM183752v1_genomic.fna.gz	GCF_037694565.1_ASM3769456v1_genomic.fna.gz	redundant
132	Staphylococcus sp. HMSC077E12	NZ_KV799491.1	222645	225769	3.1678	1	1	0	1	GCF_001809965.1_ASM180996v1_genomic.fna.gz	GCF_037694565.1_ASM3769456v1_genomic.fna.gz	redundant
133	Staphylococcus sp. HMSC077E11	NZ_KV808842.1	157963	161087	3.1678	1	1	0	1	GCF_001812415.1_ASM181241v1_genomic.fna.gz	GCF_037694565.1_ASM3769456v1_genomic.fna.gz	redundant
134	Staphylococcus sp. HMSC059F04	NZ_KV809470.1	2349	5477	3.1763	1	1	0	1	GCF_001812565.1_ASM181256v1_genomic.fna.gz	GCF_037694565.1_ASM3769456v1_genomic.fna.gz	redundant
135	Staphylococcus sp. HMSC070D07	NZ_KV832945.1	222429	225557	3.1763	1	1	0	1	GCF_001837575.1_ASM183757v1_genomic.fna.gz	GCF_037694565.1_ASM3769456v1_genomic.fna.gz	redundant
136	Staphylococcus sp. HMSC062E10	NZ_KV795710.1	10841	13969	3.1759	1	1	0	1	GCF_001809105.1_ASM180910v1_genomic.fna.gz	GCF_037694565.1_ASM3769456v1_genomic.fna.gz	redundant
137	Staphylococcus sp. HMSC068D08	NZ_KV799542.1	15429	18557	3.1759	1	1	0	1	GCF_001810005.1_ASM181000v1_genomic.fna.gz	GCF_037694565.1_ASM3769456v1_genomic.fna.gz	redundant
138	Staphylococcus sp. HMSC068D05	NZ_KV812761.1	17735	20863	3.1759	1	1	0	1	GCF_001813495.1_ASM181349v1_genomic.fna.gz	GCF_037694565.1_ASM3769456v1_genomic.fna.gz	redundant
139	Staphylococcus sp. HMSC062E08	NZ_KV830854.1	234321	237449	3.1759	1	1	0	1	GCF_001836895.1_ASM183689v1_genomic.fna.gz	GCF_037694565.1_ASM3769456v1_genomic.fna.gz	redundant
140	Staphylococcus sp. HMSC065E07	NZ_KV807464.1	164700	167828	3.1767	1	1	0	1	GCF_001812005.1_ASM181200v1_genomic.fna.gz	GCF_037694565.1_ASM3769456v1_genomic.fna.gz	redundant
141	Staphylococcus sp. HMSC062D12	NZ_KV830801.1	175076	178204	3.1762	1	1	0	1	GCF_001836885.1_ASM183688v1_genomic.fna.gz	GCF_037694565.1_ASM3769456v1_genomic.fna.gz	redundant
142	Staphylococcus sp. HMSC063D03	NZ_KV831174.1	229011	232139	3.1766	1	1	0	1	GCF_001837025.1_ASM183702v1_genomic.fna.gz	GCF_037694565.1_ASM3769456v1_genomic.fna.gz	redundant
143	Staphylococcus sp. HMSC063E12	NZ_KV831208.1	2563	5691	3.1762	1	1	0	1	GCF_001837045.1_ASM183704v1_genomic.fna.gz	GCF_037694565.1_ASM3769456v1_genomic.fna.gz	redundant
144	Staphylococcus sp. HMSC55D02	NZ_KV839521.1	165807	168935	3.1766	1	1	0	1	GCF_001838955.1_ASM183895v1_genomic.fna.gz	GCF_037694565.1_ASM3769456v1_genomic.fna.gz	redundant
145	Staphylococcus sp. HMSC62D11	NZ_KV840185.1	174852	177980	3.1762	1	1	0	1	GCF_001839145.1_ASM183914v1_genomic.fna.gz	GCF_037694565.1_ASM3769456v1_genomic.fna.gz	redundant
146	Staphylococcus sp. HMSC69H07	NZ_KV840608.1	2349	5477	3.1762	1	1	0	1	GCF_001839245.1_ASM183924v1_genomic.fna.gz	GCF_037694565.1_ASM3769456v1_genomic.fna.gz	redundant
147	Staphylococcus sp. HMSC73C01	NZ_KV840970.1	2560	5688	3.1762	1	1	0	1	GCF_001839345.1_ASM183934v1_genomic.fna.gz	GCF_037694565.1_ASM3769456v1_genomic.fna.gz	redundant
148	Staphylococcus sp. HMSC74F12	NZ_KV841249.1	233185	236313	3.1766	1	1	0	1	GCF_001839425.1_ASM183942v1_genomic.fna.gz	GCF_037694565.1_ASM3769456v1_genomic.fna.gz	redundant
149	Staphylococcus sp. HMSC077C04	NZ_KV794617.1	226436	229564	3.1757	1	1	0	1	GCF_001808805.1_ASM180880v1_genomic.fna.gz	GCF_037694565.1_ASM3769456v1_genomic.fna.gz	redundant
150	Staphylococcus sp. HMSC073C12	NZ_KV814444.1	157346	160474	3.1757	1	1	0	1	GCF_001813905.1_ASM181390v1_genomic.fna.gz	GCF_037694565.1_ASM3769456v1_genomic.fna.gz	redundant
151	Staphylococcus sp. HMSC068G03	NZ_KV817162.1	157174	160302	3.1757	1	1	0	1	GCF_001814565.1_ASM181456v1_genomic.fna.gz	GCF_037694565.1_ASM3769456v1_genomic.fna.gz	redundant
152	Staphylococcus sp. HMSC055G07	NZ_KV828025.1	224859	227987	3.1757	1	1	0	1	GCF_001836305.1_ASM183630v1_genomic.fna.gz	GCF_037694565.1_ASM3769456v1_genomic.fna.gz	redundant
153	Staphylococcus sp. HMSC058E03	NZ_KV828746.1	264861	267989	3.1757	1	1	0	1	GCF_001836475.1_ASM183647v1_genomic.fna.gz	GCF_037694565.1_ASM3769456v1_genomic.fna.gz	redundant
154	Staphylococcus sp. HMSC060A04	NZ_KV828982.1	109210	112338	3.1757	1	1	0	1	GCF_001836545.1_ASM183654v1_genomic.fna.gz	GCF_037694565.1_ASM3769456v1_genomic.fna.gz	redundant
155	Staphylococcus sp. HMSC061C10	NZ_KV830292.1	141424	144552	3.1757	1	1	0	1	GCF_001836725.1_ASM183672v1_genomic.fna.gz	GCF_037694565.1_ASM3769456v1_genomic.fna.gz	redundant
156	Staphylococcus sp. HMSC062A05	NZ_KV830673.1	2349	5477	3.1743	1	1	0	1	GCF_001836835.1_ASM183683v1_genomic.fna.gz	GCF_037694565.1_ASM3769456v1_genomic.fna.gz	redundant
158	Staphylococcus sp. HMSC063F10	NZ_KV831395.1	2610	5738	3.1757	1	1	0	1	GCF_001837105.1_ASM183710v1_genomic.fna.gz	GCF_037694565.1_ASM3769456v1_genomic.fna.gz	redundant
159	Staphylococcus sp. HMSC064A09	NZ_KV831559.1	2613	5741	3.1757	1	1	0	1	GCF_001837145.1_ASM183714v1_genomic.fna.gz	GCF_037694565.1_ASM3769456v1_genomic.fna.gz	redundant
160	Staphylococcus sp. HMSC064A01	NZ_KV831596.1	226491	229619	3.1757	1	1	0	1	GCF_001837155.1_ASM183715v1_genomic.fna.gz	GCF_037694565.1_ASM3769456v1_genomic.fna.gz	redundant
161	Staphylococcus sp. HMSC70A05	NZ_KV840817.1	108635	111763	3.1757	1	1	0	1	GCF_001839265.1_ASM183926v1_genomic.fna.gz	GCF_037694565.1_ASM3769456v1_genomic.fna.gz	redundant
162	Staphylococcus sp. HMSC74A08	NZ_KV840939.1	108647	111775	3.1757	1	1	0	1	GCF_001839355.1_ASM183935v1_genomic.fna.gz	GCF_037694565.1_ASM3769456v1_genomic.fna.gz	redundant
163	Staphylococcus sp. GDY8P54P	NZ_JAESLN010000001.1	98345	101473	3.1645	1	1	0	1	GCF_017892645.1_ASM1789264v1_genomic.fna.gz	GCF_017893125.1_ASM1789312v1_genomic.fna.gz	redundant
164	Staphylococcus sp. GDX8P65P	NZ_JAESML010000031.1	13741	16869	3.1645	1	1	0	1	GCF_017893125.1_ASM1789312v1_genomic.fna.gz	GCF_017893125.1_ASM1789312v1_genomic.fna.gz	dereplication_representative
165	Staphylococcus aureus DC52929	NZ_JARAQX010000002.1	167784	170729	3.1683	1	1	0	1	GCF_028805395.1_ASM2880539v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
166	Staphylococcus aureus	DBDTMB010000003.1	218553	221498	3.1469	1	1	0	1	GCA_046197635.1_PDT002532509.1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
167	Staphylococcus aureus	NZ_CABFMG010000020.1	361857	364985	3.1678	1	1	0	1	GCF_901875495.1_Staphylococcus_aureus_BgEED30_genomic.fna.gz	GCA_026811365.1_PDT001522747.1_genomic.fna.gz	redundant
168	Staphylococcus aureus	NZ_CATOWO010000004.1	166273	169401	3.1683	1	1	0	1	GCF_954773185.1_J00452_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
169	Staphylococcus aureus	NZ_CATOXL010000002.1	121993	125121	3.1683	1	1	0	1	GCF_954775475.1_J00922_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
170	Staphylococcus aureus	DAHHQY010000001.1	121449	124577	3.1681	1	1	0	1	GCA_023582245.1_PDT001316957.1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
171	Staphylococcus aureus	DAHHYB010000001.1	379651	382779	3.1681	1	1	0	1	GCA_023587225.1_PDT001316922.1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
172	Staphylococcus aureus	DAKBPE010000035.1	1103	4231	3.1683	1	1	0	1	GCA_026345175.1_PDT001493915.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
173	Staphylococcus aureus	DAKVDL010000042.1	2202	5330	3.168	1	1	0	1	GCA_026811365.1_PDT001522747.1_genomic.fna.gz	GCA_026811365.1_PDT001522747.1_genomic.fna.gz	dereplication_representative
174	Staphylococcus aureus	DAKVDM010000001.1	377621	380749	3.168	1	1	0	1	GCA_026811345.1_PDT001522746.1_genomic.fna.gz	GCA_026811365.1_PDT001522747.1_genomic.fna.gz	redundant
175	Staphylococcus aureus	DAPUAQ010000008.1	951	4079	3.1678	1	1	0	1	GCA_032105525.1_PDT001903804.1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
176	Staphylococcus aureus	DAQDBM010000001.1	479486	482614	3.1678	1	1	0	1	GCA_032556915.1_PDT001814102.1_genomic.fna.gz	GCA_026811365.1_PDT001522747.1_genomic.fna.gz	redundant
177	Staphylococcus aureus	DAYZAS010000004.1	218484	221612	3.1469	1	1	0	1	GCA_043472795.1_PDT002292402.1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
178	Staphylococcus aureus	DBAUTR010000003.1	218484	221612	3.1455	1	1	0	1	GCA_044417205.1_PDT002285576.1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
179	Staphylococcus aureus	DBDPCC010000002.1	152244	155372	3.1469	1	1	0	1	GCA_046101375.1_PDT002532588.1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
180	Staphylococcus aureus	DBDTFI010000002.1	218462	221589	3.134	1	1	0	1	GCA_046184645.1_PDT002532821.1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
181	Staphylococcus aureus	DAHIUW010000006.1	84236	87364	3.1679	1	1	0	1	GCA_023602345.1_PDT001317611.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
182	Staphylococcus aureus	DAXXEL010000002.1	218486	221614	3.1466	1	1	0	1	GCA_042995595.1_PDT002139956.1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
183	Staphylococcus aureus	DBDOZH010000003.1	57460	60588	3.1466	1	1	0	1	GCA_046099895.1_PDT002532871.1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
184	Staphylococcus aureus	DBDSNT010000002.1	218483	221610	3.1428	1	1	0	1	GCA_046174365.1_PDT002533460.1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
185	Staphylococcus aureus	DBDSOG010000002.1	218483	221610	3.1414	1	1	0	1	GCA_046174625.1_PDT002533447.1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
186	Staphylococcus aureus	DBDSYK010000004.1	57635	60763	3.1462	1	1	0	1	GCA_046180915.1_PDT002533090.1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
187	Staphylococcus aureus	DBDSYR010000002.1	6762	9890	3.1462	1	1	0	1	GCA_046181125.1_PDT002533079.1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
188	Staphylococcus aureus	DBDSYS010000003.1	71155	74283	3.1448	1	1	0	1	GCA_046181045.1_PDT002533078.1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
189	Staphylococcus aureus	DBDTUX010000002.1	77792	80920	3.1452	1	1	0	1	GCA_046203145.1_PDT002532567.1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
190	Staphylococcus aureus GKP136-18	NZ_FMQU01000003.1	218855	221565	3.1336	1	1	0	1	GCF_900098355.1_9119_2_13_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
192	Staphylococcus aureus RF122	NC_007622.1	1499877	1502519	3.1464	1	1	0	1	GCF_000009005.1_ASM900v1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
194	Staphylococcus aureus M6K182	NZ_BECT01000001.1	365411	368539	3.1683	1	1	0	1	GCF_003422765.1_ASM342276v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
195	Staphylococcus aureus MSSA02465	NZ_CAYADL010000001.1	131903	135031	3.1683	1	1	0	1	GCF_964301415.1_MSSA02465-220302_contigs_filtered.fa.gz_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
196	Staphylococcus aureus MSSA02462	NZ_CAYAGZ010000001.1	435479	438607	3.1683	1	1	0	1	GCF_964302165.1_MSSA02462-220302_contigs_filtered.fa.gz_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
197	Staphylococcus aureus MSSA02472	NZ_CAYAJC010000002.1	483006	486134	3.1683	1	1	0	1	GCF_964302675.1_MSSA02472-220302_contigs_filtered.fa.gz_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
198	Staphylococcus aureus MSSA02490	NZ_CAYAJO010000003.1	401245	404373	3.1683	1	1	0	1	GCF_964302885.1_MSSA02490-211014_contigs_filtered.fa.gz_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
199	Staphylococcus aureus MSSA02475	NZ_CAYAKQ010000001.1	679362	682490	3.1683	1	1	0	1	GCF_964303195.1_MSSA02475-220506_contigs_filtered.fa.gz_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
200	Staphylococcus aureus MSSA02486	NZ_CAYANN010000002.1	279	3407	3.1683	1	1	0	1	GCF_964303895.1_MSSA02486-220506_contigs_filtered.fa.gz_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
201	Staphylococcus aureus 08-02300	NZ_CP015646.1	1656060	1659188	3.1683	1	1	0	1	GCF_001656075.1_ASM165607v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
202	Staphylococcus aureus MJ015	NZ_CP038183.1	1553533	1556661	3.1683	1	1	0	1	GCF_013307085.1_ASM1330708v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
203	Staphylococcus aureus B3-4A	NZ_CP042008.1	1606669	1609797	3.1683	1	1	0	1	GCF_007827125.1_ASM782712v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
204	Staphylococcus aureus B2-7A	NZ_CP042046.1	2460601	2463729	3.1683	1	1	0	1	GCF_007726465.1_ASM772646v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
205	Staphylococcus aureus B1-4A	NZ_CP042048.1	2232503	2235631	3.1683	1	1	0	1	GCF_007827105.1_ASM782710v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
206	Staphylococcus aureus UP_1239	NZ_CP047826.1	477418	480546	3.1683	1	1	0	1	GCF_009912355.1_ASM991235v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
207	Staphylococcus aureus NGA102	NZ_CP051191.1	478747	481875	3.1683	1	1	0	1	GCF_014696255.1_ASM1469625v2_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
208	Staphylococcus aureus NGA76	NZ_CP051479.1	478886	482014	3.1683	1	1	0	1	GCF_014696535.1_ASM1469653v2_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
209	Staphylococcus aureus K25C	NZ_CP063686.1	651514	654642	3.1683	1	1	0	1	GCF_015224275.1_ASM1522427v1_genomic.fna.gz	GCF_019279755.1_ASM1927975v1_genomic.fna.gz	redundant
210	Staphylococcus aureus KHS103	NZ_CP063801.1	651514	654642	3.1683	1	1	0	1	GCF_015277595.1_ASM1527759v1_genomic.fna.gz	GCF_019279755.1_ASM1927975v1_genomic.fna.gz	redundant
211	Staphylococcus aureus Sta2021010	NZ_CP075562.1	1081205	1084333	3.1683	1	1	0	1	GCF_024399355.1_ASM2439935v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
212	Staphylococcus aureus 281	NZ_CP077916.1	2582086	2585214	3.1683	1	1	0	1	GCF_020388985.1_ASM2038898v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
213	Staphylococcus aureus 280	NZ_CP077917.1	2727992	2731120	3.1683	1	1	0	1	GCF_020389005.1_ASM2038900v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
214	Staphylococcus aureus 277	NZ_CP077920.1	2410925	2414053	3.1683	1	1	0	1	GCF_020389165.1_ASM2038916v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
215	Staphylococcus aureus FJ0318	NZ_CP096272.1	477339	480467	3.1683	1	1	0	1	GCF_027942255.1_ASM2794225v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
216	Staphylococcus aureus FJ0322	NZ_CP096274.1	477339	480467	3.1683	1	1	0	1	GCF_027942275.1_ASM2794227v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
217	Staphylococcus aureus GE-MSSA33	NZ_CP123123.1	2246485	2249613	3.1554	1	1	0	1	GCF_046741925.1_ASM4674192v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	readded_by_content
218	Staphylococcus aureus CHAL5	NZ_CP125895.1	1512547	1515675	3.1683	1	1	0	1	GCF_030063965.1_ASM3006396v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
219	Staphylococcus aureus 015H	NZ_FMMV01000003.1	26440	29568	3.168	1	1	0	1	GCF_900097495.1_15056_7_54_genomic.fna.gz	GCA_026811365.1_PDT001522747.1_genomic.fna.gz	redundant
220	Staphylococcus aureus 37H	NZ_FMNF01000005.1	25751	28879	3.168	1	1	0	1	GCF_900097315.1_15056_7_71_genomic.fna.gz	GCA_026811365.1_PDT001522747.1_genomic.fna.gz	redundant
221	Staphylococcus aureus 064Hii	NZ_FMNQ01000002.1	25746	28874	3.1666	1	1	0	1	GCF_900097335.1_15056_7_62_genomic.fna.gz	GCA_026811365.1_PDT001522747.1_genomic.fna.gz	redundant
223	Staphylococcus aureus 064Hi	NZ_FMNW01000003.1	363353	366481	3.168	1	1	0	1	GCF_900097595.1_15056_7_61_genomic.fna.gz	GCA_026811365.1_PDT001522747.1_genomic.fna.gz	redundant
224	Staphylococcus aureus 04Hii	NZ_FMOE01000004.1	26843	29971	3.168	1	1	0	1	GCF_900097615.1_15056_7_59_genomic.fna.gz	GCA_026811365.1_PDT001522747.1_genomic.fna.gz	redundant
225	Staphylococcus aureus GKP136-11	NZ_FMQS01000002.1	218463	221591	3.1469	1	1	0	1	GCF_900098345.1_9119_2_11_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
226	Staphylococcus aureus GKP136-23	NZ_FMQT01000003.1	218461	221589	3.1469	1	1	0	1	GCF_900098365.1_9119_2_18_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
227	Staphylococcus aureus GKP136-54	NZ_FMQV01000002.1	218348	221476	3.1469	1	1	0	1	GCF_900098385.1_9119_2_31_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
228	Staphylococcus aureus GKP136-48	NZ_FMQW01000003.1	23742	26870	3.1469	1	1	0	1	GCF_900098375.1_9119_2_27_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
229	Staphylococcus aureus GKP136-83	NZ_FMQX01000001.1	366715	369842	3.134	1	1	0	1	GCF_900098395.1_9119_2_45_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
230	Staphylococcus aureus GKP138-19A	NZ_FMQY01000003.1	23743	26871	3.1469	1	1	0	1	GCF_900098415.1_9119_2_57_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
231	Staphylococcus aureus GKP138-17	NZ_FMQZ01000003.1	77949	81077	3.1469	1	1	0	1	GCF_900098405.1_9119_2_55_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
233	Staphylococcus aureus GKP138-27	NZ_FMRA01000002.1	218574	221702	3.1469	1	1	0	1	GCF_900098425.1_9119_2_63_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
234	Staphylococcus aureus GKP138-66	NZ_FMRB01000003.1	29987	33115	3.1469	1	1	0	1	GCF_900098435.1_9119_2_79_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
235	Staphylococcus aureus GKP138-75	NZ_FMRC01000004.1	77957	81085	3.1469	1	1	0	1	GCF_900098465.1_9119_2_87_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
236	Staphylococcus aureus GKP138-68A	NZ_FMRD01000003.1	23741	26868	3.134	1	1	0	1	GCF_900098445.1_9119_2_81_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
237	Staphylococcus aureus GKP138-74	NZ_FMRE01000002.1	218582	221710	3.1469	1	1	0	1	GCF_900098455.1_9119_2_86_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
239	Staphylococcus aureus GKP138-25	NZ_FMRF01000002.1	218446	221574	3.1469	1	1	0	1	GCF_900098475.1_9119_2_61_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
240	Staphylococcus aureus GKP138-63	NZ_FMRG01000004.1	77949	81077	3.1469	1	1	0	1	GCF_900098485.1_9119_2_78_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
241	Staphylococcus aureus GKP136-19	NZ_FMRH01000002.1	218457	221585	3.1469	1	1	0	1	GCF_900098505.1_9119_2_14_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
242	Staphylococcus aureus GKP138-72	NZ_FMRI01000003.1	218398	221526	3.1469	1	1	0	1	GCF_900098495.1_9119_2_84_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
243	Staphylococcus aureus GKP138-50	NZ_FMRK01000003.1	28990	32118	3.1469	1	1	0	1	GCF_900098515.1_9119_2_73_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
244	Staphylococcus aureus GKP136-72	NZ_FMSA01000002.1	218448	221575	3.134	1	1	0	1	GCF_900098705.1_9119_2_40_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
245	Staphylococcus aureus GKP138-18	NZ_FMSB01000003.1	218349	221477	3.1469	1	1	0	1	GCF_900098715.1_9119_2_56_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
246	Staphylococcus aureus 3688STDY6124970	NZ_FQDA01000002.1	365288	368416	3.1683	1	1	0	1	GCF_900124665.1_17138_2_11_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
247	Staphylococcus aureus 3688STDY6124984	NZ_FQDN01000003.1	399277	402405	3.1683	1	1	0	1	GCF_900124785.1_17138_2_25_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
248	Staphylococcus aureus 3688STDY6125010	NZ_FQEH01000001.1	365402	368530	3.1683	1	1	0	1	GCF_900124985.1_17138_2_49_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
249	Staphylococcus aureus 3688STDY6125046	NZ_FQFN01000001.1	698099	701227	3.1683	1	1	0	1	GCF_900125325.1_17138_2_85_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
250	Staphylococcus aureus 3688STDY6125048	NZ_FQFR01000001.1	365403	368531	3.1683	1	1	0	1	GCF_900125345.1_17138_2_87_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
251	Staphylococcus aureus 3688STDY6124914	NZ_FQIN01000001.1	305027	308155	3.1683	1	1	0	1	GCF_900126095.1_17175_2_42_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
