Organism                                                           Scaffold              Start     End       Score    SCO5086  SCO5087  SCO5088  SCO5089
Streptomyces sp. NPDC048419                                        NZ_JBICXT010000018.1  48570     56026     6.1618   1        1        1        1      
Streptomyces sp. RB17                                              NZ_WEGL01000005.1     373100    382081    6.1672   1        1        1        1      
Streptomyces sp. NPDC057101                                        NZ_JBHUTZ010000083.1  4949      7758      5.1289   0        1        1        1      
Streptomyces sp. NPDC058989                                        NZ_JBHYJU010000104.1  13624     16509     5.1241   0        1        1        1      
Streptomyces sp. WELS2                                             NZ_JACBWZ010000395.1  1430      5189      6.1469   1        1        1        1      
Streptomyces sp. NPDC088760                                        NZ_JBIVKU010000008.1  168573    186597    6.1558   1        1        1        1      
Streptomyces sp. NRRL S-1022                                       NZ_JOIU01000009.1     188048    205660    6.1570   1        1        1        1      
Streptomyces sp. NRRL S-1022                                       NZ_JOIU01000005.1     134261    156566    6.1057   0        1        1        2      
Streptomyces sp. NPDC088810                                        NZ_JBIVJQ010000009.1  185453    203431    6.1557   1        1        1        1      
Streptomyces sp. SPB074                                            NZ_GG770539.1         5098204   5102453   4.0881   1        0        1        1      
Streptomyces sp. NBC_01077                                         NZ_CP108669.1         7348442   7370779   6.1604   1        1        1        1      
Streptomyces sp. NPDC002825                                        NZ_JBEOVH010000007.1  111669    131763    6.1653   1        1        1        1      
Streptomyces sp. NPDC002825                                        NZ_JBEOVH010000051.1  713       4454      6.1451   1        1        1        1      
Streptomyces sp. NPDC029526                                        NZ_JBEZWE010000028.1  19162     24503     6.1584   1        1        1        1      
Streptomyces sp. NPDC029526                                        NZ_JBEZWE010000005.1  224981    229817    7.1369   1        1        1        1      
Streptomyces sp. NPDC001532                                        NZ_JBEPAL010000002.1  365759    369518    6.1654   1        1        1        1      
Streptomyces sp. NPDC001532                                        NZ_JBEPAL010000014.1  146736    150344    6.1454   1        1        1        1      
Streptomyces sp. NRRL B-3648                                       NZ_LGDZ01000074.1     184014    201615    6.1572   1        1        1        1      
Streptomyces sp. NRRL B-3648                                       NZ_LGDZ01000254.1     212193    234478    6.1057   0        1        1        2      
Streptomyces sp. NBC_01023                                         NZ_CP108671.1         4622407   4628167   6.1607   1        1        1        1      
Streptomyces sp. NBC_00455                                         NZ_CP109337.1         3564157   3569917   6.1607   1        1        1        1      
Streptomyces sp. NBC_00094                                         NZ_JAPEMB010000001.1  6397245   6419636   6.1595   1        1        1        1      
Streptomyces sp. NPDC006482                                        NZ_JBEXPI010000048.1  15934     20643     5.1534   1        1        1        0      
Streptomyces sp. Root1304                                          NZ_LMEP01000005.1     291842    294683    5.1066   0        1        1        1      
Streptomyces sp. Root66D1                                          NZ_LMHG01000004.1     291988    294829    5.1066   0        1        1        1      
Streptomyces sp. NPDC059008                                        NZ_JBHYJC010000066.1  4420      16646     6.1607   1        1        1        1      
Streptomyces sp. CBG31                                             NZ_JACMSI010000031.1  338622    358908    6.1588   1        1        1        1      
Streptomyces sp. CBG31                                             NZ_JACMSI010000038.1  117327    121152    6.1402   1        1        1        1      
Streptomyces sp. CBG30                                             NZ_JAHHEE010000085.1  238971    259258    6.1588   1        1        1        1      
Streptomyces sp. CBG30                                             NZ_JAHHEE010000013.1  108493    112318    6.1402   1        1        1        1      
Streptomyces sp. COG19                                             NZ_JAHHEF010000002.1  395400    415688    6.1588   1        1        1        1      
Streptomyces sp. COG19                                             NZ_JAHHEF010000012.1  1668762   1672587   6.1402   1        1        1        1      
Streptomyces sp. COG20                                             NZ_JAHHEG010000004.1  161531    181818    6.1588   1        1        1        1      
Streptomyces sp. COG20                                             NZ_JAHHEG010000001.1  118171    121996    6.1402   1        1        1        1      
